alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
cp-sh	synthetic	3	3000000	0.05	0	9	20.0919	0:00:20	836.12	1075.61	830.44	831.14	0.00	0.00	72.36	14.99	timeout 20s
cp-csh	synthetic	3	3000000	0.05	0	9	20.0964	0:00:20	846.22	872.39	838.87	839.60	0.00	0.00	75.94	15.76	timeout 20s
cp-sh	synthetic	1	10000000	0.05	0	9	20.0870	0:00:20	835.23	1176.57	837.86	838.58	0.00	0.00	75.58	15.65	timeout 20s
cp-csh	synthetic	1	10000000	0.05	0	9	20.2991	0:00:20	2372.66	2930.96	2389.55	2390.24	0.00	0.00	76.02	15.92	timeout 20s
cp-sh	synthetic	100000	100	0.05	0	10	2.1541	0:00:02	9.79	20.99	2.45	3.15	0.00	0.00	69.87	2.00	ok	100000	100	99	0.00	SH	10	0	1	0	Zero	9	6	6	135	150	112	0	1	6	0	1.50	0.02	0.07	0.01	0.01	0.00	0.01	4	4	10
cp-csh	synthetic	100000	100	0.05	0	10	2.3726	0:00:02	9.82	20.99	2.46	3.17	0.00	0.00	64.13	2.02	ok	100000	100	99	0.00	GapSeed	10	0	1	0	Zero	10	6	6	133	146	110	0	0	6	5	1.47	0.02	0.06	0.00	0.01	0.00	0.00	4	4	10
cp-sh	synthetic	33333	300	0.05	0	10	2.2627	0:00:02	9.96	20.99	2.48	3.01	0.00	0.00	70.23	2.12	ok	33333	300	300	0.00	SH	10	0	1	0	Zero	29	19	19	420	465	348	0	19	19	0	1.55	0.07	0.09	0.02	0.03	0.00	0.02	13	10	30
cp-csh	synthetic	33333	300	0.05	0	10	2.6122	0:00:02	10.01	20.99	2.49	3.03	0.00	0.00	59.71	2.08	ok	33333	300	300	0.00	GapSeed	10	0	1	0	Zero	30	19	19	411	454	341	0	0	19	17	1.51	0.08	0.12	0.02	0.04	0.01	0.02	13	10	30
cp-sh	synthetic	10000	1000	0.05	0	10	2.1510	0:00:02	9.90	20.99	2.57	3.41	0.00	0.00	70.74	1.99	ok	10000	1000	1000	0.00	SH	10	0	1	0	Zero	99	65	65	1427	1580	1178	1	151	64	0	1.58	0.21	0.24	0.04	0.11	0.00	0.05	44	34	98
cp-csh	synthetic	10000	1000	0.05	0	10	2.4380	0:00:02	9.87	20.99	2.53	3.26	0.00	0.00	61.11	1.98	ok	10000	1000	1000	0.00	GapSeed	10	0	1	0	Zero	100	65	65	1393	1541	1153	1	2	64	57	1.54	0.24	0.33	0.06	0.13	0.02	0.05	44	35	99
cp-sh	synthetic	3333	3000	0.05	0	10	2.0515	0:00:02	10.25	21.12	2.72	3.25	0.00	0.00	50.22	1.52	ok	3333	3000	2999	0.00	SH	10	0	1	0	Zero	299	197	197	4316	4781	3559	4	718	193	0	1.59	0.60	0.32	0.12	0.36	0.00	0.12	132	102	295
cp-csh	synthetic	3333	3000	0.05	0	10	2.2658	0:00:02	10.23	21.12	2.78	3.32	0.00	0.00	65.78	1.96	ok	3333	3000	2999	0.00	GapSeed	10	0	1	0	Zero	300	198	198	4210	4656	3479	4	11	193	172	1.55	0.66	0.52	0.13	0.41	0.05	0.12	132	104	296
cp-sh	synthetic	1000	10000	0.05	0	10	2.0739	0:00:02	10.21	21.71	3.33	4.53	0.00	0.00	50.62	1.60	ok	1000	10000	9999	0.00	SH	10	0	1	0	Zero	993	656	656	14439	15997	11900	15	3395	639	0	1.60	2.04	0.53	0.41	1.27	0.00	0.36	441	337	977
cp-csh	synthetic	1000	10000	0.05	0	10	2.1587	0:00:02	10.67	21.80	3.45	3.97	0.00	0.00	72.75	2.07	ok	1000	10000	9999	0.00	GapSeed	10	0	1	0	Zero	1000	669	669	14040	15528	11603	15	42	645	570	1.55	2.10	0.09	0.43	1.29	0.17	0.38	441	345	985
cp-sh	synthetic	333	30000	0.05	0	10	2.5384	0:00:02	12.74	23.72	5.34	6.05	0.00	0.00	60.27	2.03	ok	333	30000	30001	0.00	SH	10	0	1	0	Zero	2943	1949	1949	43742	48472	35991	44	13617	1879	0	1.62	7.51	1.41	1.64	4.15	0.00	1.71	1323	994	2873
cp-csh	synthetic	333	30000	0.05	0	10	2.6380	0:00:02	11.52	22.73	4.23	4.93	0.00	0.00	74.69	2.42	ok	333	30000	30001	0.00	GapSeed	10	0	1	0	Zero	3000	2063	2063	42191	46664	34867	46	147	1935	1663	1.56	7.72	2.79	1.69	4.52	0.65	1.52	1323	1037	2955
cp-sh	synthetic	100	100000	0.05	0	10	3.0260	0:00:03	16.61	27.76	9.39	9.91	0.00	0.00	67.74	2.53	ok	100	100000	99998	0.00	SH	10	0	1	0	Zero	9386	6295	6295	151294	167767	123615	152	67677	5870	0	1.68	29.86	2.75	6.42	18.22	0.00	5.22	4405	3091	8961
cp-csh	synthetic	100	100000	0.05	0	10	3.0326	0:00:03	16.13	27.64	8.91	9.44	0.00	0.00	66.89	2.51	ok	100	100000	99998	0.00	GapSeed	10	0	1	0	Zero	10000	7550	7550	140858	155809	116376	155	790	6461	5059	1.56	29.58	3.51	5.80	18.35	4.60	5.44	4405	3451	9853
cp-sh	synthetic	33	300000	0.05	0	10	5.3508	0:00:05	33.95	45.39	26.95	27.64	0.00	0.00	84.09	4.97	ok	33	300000	300003	0.00	SH	10	0	1	0	Zero	24735	17075	17075	533195	591459	423215	515	423639	14548	0	1.97	160.85	10.15	36.94	102.79	0.00	21.12	13214	7661	22209
cp-csh	synthetic	33	300000	0.05	0	10	6.1032	0:00:06	33.88	45.07	26.63	27.33	0.00	0.00	84.19	5.63	ok	33	300000	300003	0.00	GapSeed	10	0	1	0	Zero	30000	28374	28374	424554	469633	350519	462	5403	19380	11891	1.57	181.78	11.27	23.32	138.33	88.73	20.13	13214	10354	29560
cp-sh	synthetic	10	1000000	0.05	0	10	100.2296	0:01:40	2749.64	2765.76	2742.29	2742.80	0.00	0.00	74.10	74.77	timeout 100s
cp-csh	synthetic	10	1000000	0.05	0	10	11.1501	0:00:11	85.86	107.01	78.73	79.25	0.00	0.00	93.27	10.87	ok	2	1000000	1000000	0.00	GapSeed	10	0	1	0	Zero	100000	161159	161159	1416001	1566738	1168525	1535	191258	64690	20757	1.57	5519.40	15.75	178.58	5242.36	4953.39	98.45	44104	34432	98547
cp-sh	synthetic	3	3000000	0.05	0	10	20.0715	0:00:20	733.73	1085.05	726.69	727.42	0.00	0.00	74.26	15.40	timeout 20s
cp-csh	synthetic	3	3000000	0.05	0	10	20.0469	0:00:20	317.50	360.16	310.18	310.87	0.00	0.00	75.69	15.66	timeout 20s
cp-sh	synthetic	1	10000000	0.05	0	10	20.0962	0:00:20	944.75	1176.57	939.08	939.80	0.00	0.00	76.08	15.76	timeout 20s
cp-csh	synthetic	1	10000000	0.05	0	10	20.2150	0:00:20	1902.34	2049.46	1895.45	1896.15	0.00	0.00	73.46	15.35	timeout 20s
cp-sh	synthetic	100000	100	0.05	0	11	2.1854	0:00:02	9.81	20.99	2.45	3.16	0.00	0.00	69.09	2.00	ok	100000	100	99	0.00	SH	11	0	1	0	Zero	8	5	5	139	153	115	0	1	5	0	1.54	0.02	0.07	0.01	0.01	0.00	0.00	4	3	9
cp-csh	synthetic	100000	100	0.05	0	11	2.3408	0:00:02	9.79	20.99	2.48	3.24	0.00	0.00	65.30	2.01	ok	100000	100	99	0.00	GapSeed	11	0	1	0	Zero	9	5	5	136	150	113	0	0	5	4	1.50	0.02	0.05	0.00	0.01	0.00	0.01	4	3	9
cp-sh	synthetic	33333	300	0.05	0	11	2.1935	0:00:02	10.00	20.99	2.53	3.07	0.00	0.00	69.28	1.97	ok	33333	300	300	0.00	SH	11	0	1	0	Zero	26	16	16	435	481	361	0	21	16	0	1.60	0.06	0.19	0.02	0.03	0.00	0.02	13	10	27
cp-csh	synthetic	33333	300	0.05	0	11	2.3603	0:00:02	10.05	20.99	2.48	3.01	0.00	0.00	65.26	2.03	ok	33333	300	300	0.00	GapSeed	11	0	1	0	Zero	27	16	16	425	469	354	0	0	16	14	1.56	0.07	0.06	0.01	0.04	0.00	0.02	13	10	27
cp-sh	synthetic	10000	1000	0.05	0	11	2.1756	0:00:02	9.73	20.99	2.64	3.34	0.00	0.00	69.85	2.01	ok	10000	1000	1000	0.00	SH	11	0	1	0	Zero	89	56	56	1487	1646	1235	1	171	55	0	1.65	0.21	0.24	0.04	0.11	0.00	0.05	44	33	89
cp-csh	synthetic	10000	1000	0.05	0	11	2.3907	0:00:02	9.83	20.99	2.54	3.24	0.00	0.00	63.58	1.99	ok	10000	1000	1000	0.00	GapSeed	11	0	1	0	Zero	90	56	56	1452	1605	1207	1	4	55	49	1.61	0.23	0.25	0.05	0.13	0.02	0.05	44	34	89
cp-sh	synthetic	3333	3000	0.05	0	11	2.1260	0:00:02	10.02	21.12	2.74	3.25	0.00	0.00	69.62	1.96	ok	3333	3000	2999	0.00	SH	11	0	1	0	Zero	271	171	171	4504	4986	3733	4	803	167	0	1.66	0.62	0.51	0.12	0.38	0.00	0.12	132	100	268
cp-csh	synthetic	3333	3000	0.05	0	11	2.2018	0:00:02	10.06	21.12	2.77	3.28	0.00	0.00	68.57	1.98	ok	3333	3000	2999	0.00	GapSeed	11	0	1	0	Zero	272	171	171	4396	4860	3650	4	14	167	150	1.62	0.65	0.56	0.12	0.40	0.04	0.12	132	102	268
cp-sh	synthetic	1000	10000	0.05	0	11	2.1209	0:00:02	10.44	21.71	3.29	3.89	0.00	0.00	73.45	2.06	ok	1000	10000	9999	0.00	SH	11	0	1	0	Zero	907	572	572	15035	16639	12463	15	3739	559	0	1.66	2.08	0.36	0.42	1.30	0.00	0.37	441	335	895
cp-csh	synthetic	1000	10000	0.05	0	11	2.1355	0:00:02	10.82	21.77	3.43	3.96	0.00	0.00	72.56	2.03	ok	1000	10000	9999	0.00	GapSeed	11	0	1	0	Zero	909	574	574	14655	16199	12173	16	54	561	501	1.62	2.08	0.56	0.38	1.31	0.16	0.38	441	340	897
cp-sh	synthetic	333	30000	0.05	0	11	2.5915	0:00:02	12.67	23.89	5.54	6.31	0.00	0.00	57.66	2.05	ok	333	30000	30001	0.00	SH	11	0	1	0	Zero	2714	1712	1712	45281	50121	37504	46	14470	1668	0	1.67	7.64	1.78	1.65	4.18	0.00	1.82	1323	1002	2671
cp-csh	synthetic	333	30000	0.05	0	11	2.4252	0:00:02	11.42	22.52	4.12	4.87	0.00	0.00	67.46	2.09	ok	333	30000	30001	0.00	GapSeed	11	0	1	0	Zero	2727	1737	1737	44027	48667	36560	47	169	1682	1490	1.62	7.10	1.80	1.29	4.18	0.55	1.63	1323	1021	2691
cp-sh	synthetic	100	100000	0.05	0	11	2.7910	0:00:02	16.82	27.87	9.42	9.93	0.00	0.00	75.25	2.60	ok	100	100000	99998	0.00	SH	11	0	1	0	Zero	8956	5676	5676	152488	168801	126065	157	62806	5475	0	1.69	27.52	0.78	6.02	16.66	0.00	4.84	4405	3279	8755
cp-csh	synthetic	100	100000	0.05	0	11	2.5292	0:00:02	16.41	28.05	9.11	9.67	0.00	0.00	61.68	2.05	ok	100	100000	99998	0.00	GapSeed	11	0	1	0	Zero	9090	5945	5945	146852	162332	121938	161	688	5612	4849	1.62	24.65	1.62	4.71	14.77	1.97	5.16	4405	3399	8969
cp-sh	synthetic	33	300000	0.05	0	11	4.1457	0:00:04	34.40	45.35	26.95	27.72	0.00	0.00	76.62	3.67	ok	33	300000	300003	0.00	SH	11	0	1	0	Zero	26073	16691	16691	473704	524598	389045	492	256575	15668	0	1.75	123.70	6.96	35.70	68.93	0.00	19.06	13214	9382	25051
cp-csh	synthetic	33	300000	0.05	0	11	3.3634	0:00:03	30.62	41.64	23.23	23.96	0.00	0.00	75.44	3.00	ok	33	300000	300003	0.00	GapSeed	11	0	1	0	Zero	27272	19132	19132	442138	488781	366932	494	2959	16834	13550	1.63	99.51	10.73	20.60	61.05	12.13	17.86	13214	10200	26906
cp-sh	synthetic	10	1000000	0.05	0	11	8.9954	0:00:08	100.62	111.68	93.37	93.90	0.00	0.00	84.57	8.07	ok	10	1000000	1000019	0.00	SH	11	0	1	0	Zero	77934	51425	51425	1861775	2061236	1483356	1845	1745068	44182	0	2.06	888.56	51.78	236.28	554.35	0.00	97.92	44057	26509	70692
cp-csh	synthetic	10	1000000	0.05	0	11	5.8843	0:00:05	69.57	84.59	62.29	62.82	0.00	0.00	86.80	5.59	ok	10	1000000	1000019	0.00	GapSeed	11	0	1	0	Zero	90909	78965	78965	1476519	1632377	1225360	1596	22716	56127	36010	1.63	577.88	15.57	82.87	391.72	222.52	103.29	44057	33999	89703
cp-sh	synthetic	3	3000000	0.05	0	11	20.0909	0:00:20	431.48	619.82	424.43	425.11	0.00	0.00	74.00	15.38	timeout 20s
cp-csh	synthetic	3	3000000	0.05	0	11	12.3247	0:00:12	208.10	230.37	203.98	204.69	0.00	0.00	91.35	11.70	ok	1	3000000	2999789	0.00	GapSeed	11	0	1	0	Zero	272727	366805	366805	4456540	4927791	3694427	4941	502376	168363	64244	1.64	12180.16	0.00	613.59	11261.98	10278.85	304.60	132330	102000	269137
cp-sh	synthetic	1	10000000	0.05	0	11	100.2514	0:01:40	2854.36	2887.36	2854.12	2854.14	8.43	0.00	73.13	73.81	timeout 100s
cp-csh	synthetic	1	10000000	0.05	0	11	20.0728	0:00:20	739.72	825.51	732.68	733.46	0.00	0.00	74.04	15.33	timeout 20s
cp-sh	synthetic	100000	100	0.05	0	12	2.1647	0:00:02	9.99	20.99	2.46	3.17	0.00	0.00	69.74	2.03	ok	100000	100	99	0.00	SH	12	0	1	0	Zero	7	4	4	142	157	119	0	1	4	0	1.58	0.02	0.09	0.01	0.01	0.00	0.00	4	3	8
cp-csh	synthetic	100000	100	0.05	0	12	2.2937	0:00:02	9.62	20.99	2.45	3.15	0.00	0.00	66.26	2.01	ok	100000	100	99	0.00	GapSeed	12	0	1	0	Zero	8	4	4	139	154	117	0	0	4	4	1.54	0.02	0.06	0.00	0.01	0.00	0.01	4	3	8
cp-sh	synthetic	33333	300	0.05	0	12	2.1245	0:00:02	9.65	20.99	2.50	3.09	0.00	0.00	72.06	2.02	ok	33333	300	300	0.00	SH	12	0	1	0	Zero	24	14	14	449	496	376	0	21	14	0	1.66	0.06	0.10	0.01	0.03	0.00	0.02	13	10	25
cp-csh	synthetic	33333	300	0.05	0	12	2.3729	0:00:02	9.77	20.99	2.50	3.04	0.00	0.00	62.34	1.96	ok	33333	300	300	0.00	GapSeed	12	0	1	0	Zero	25	14	14	439	485	369	0	0	14	13	1.62	0.07	0.15	0.01	0.04	0.00	0.02	13	10	25
cp-sh	synthetic	10000	1000	0.05	0	12	2.1767	0:00:02	9.87	20.99	2.62	3.36	18.61	0.00	72.13	2.06	ok	10000	1000	1000	0.00	SH	12	0	1	0	Zero	82	49	49	1549	1713	1291	1	182	48	0	1.71	0.21	0.03	0.04	0.12	0.00	0.05	44	33	82
cp-csh	synthetic	10000	1000	0.05	0	12	2.4041	0:00:02	9.44	20.99	2.58	3.27	0.00	0.00	61.55	1.98	ok	10000	1000	1000	0.00	GapSeed	12	0	1	0	Zero	83	49	49	1512	1670	1262	1	5	48	43	1.67	0.23	0.32	0.04	0.14	0.02	0.06	44	34	82
cp-sh	synthetic	3333	3000	0.05	0	12	2.1144	0:00:02	10.16	21.12	2.78	3.39	0.00	0.00	49.20	1.56	ok	3333	3000	2999	0.00	SH	12	0	1	0	Zero	249	150	150	4721	5220	3924	4	886	147	0	1.74	0.62	0.06	0.12	0.37	0.00	0.12	132	99	247
cp-csh	synthetic	3333	3000	0.05	0	12	2.2511	0:00:02	10.00	21.12	2.78	3.33	0.00	0.00	67.49	1.99	ok	3333	3000	2999	0.00	GapSeed	12	0	1	0	Zero	250	150	150	4605	5087	3835	5	20	147	132	1.70	0.65	0.43	0.11	0.41	0.04	0.13	132	100	247
cp-sh	synthetic	1000	10000	0.05	0	12	2.2127	0:00:02	10.56	21.64	3.29	3.81	0.00	0.00	69.16	2.01	ok	1000	10000	9999	0.00	SH	12	0	1	0	Zero	832	501	501	15796	17466	13128	16	4238	490	0	1.75	2.17	0.79	0.41	1.40	0.00	0.37	441	331	822
cp-csh	synthetic	1000	10000	0.05	0	12	2.2808	0:00:02	10.35	21.57	3.18	3.71	0.00	0.00	66.19	2.01	ok	1000	10000	9999	0.00	GapSeed	12	0	1	0	Zero	833	502	502	15400	17012	12823	16	72	491	439	1.70	2.22	0.76	0.48	1.37	0.14	0.37	441	335	823
cp-sh	synthetic	333	30000	0.05	0	12	2.8209	0:00:02	12.59	23.88	5.44	6.16	0.00	0.00	72.43	2.57	ok	333	30000	30001	0.00	SH	12	0	1	0	Zero	2497	1502	1502	47440	52460	39402	49	16215	1468	0	1.75	8.30	2.30	1.76	4.63	0.00	1.92	1323	995	2464
cp-csh	synthetic	333	30000	0.05	0	12	2.3809	0:00:02	11.17	22.80	4.37	5.06	0.00	0.00	64.26	2.02	ok	333	30000	30001	0.00	GapSeed	12	0	1	0	Zero	2500	1508	1508	46248	51093	38489	50	227	1473	1317	1.70	6.98	1.16	1.14	4.04	0.43	1.80	1323	1006	2469
cp-sh	synthetic	100	100000	0.05	0	12	2.8515	0:00:02	16.68	27.86	9.42	9.97	0.00	0.00	73.30	2.59	ok	100	100000	99998	0.00	SH	12	0	1	0	Zero	8303	5011	5011	158657	175442	131722	165	68206	4884	0	1.75	28.15	1.79	5.86	17.37	0.00	4.91	4405	3292	8176
cp-csh	synthetic	100	100000	0.05	0	12	2.4817	0:00:02	16.10	26.89	8.47	9.02	0.00	0.00	62.07	2.04	ok	100	100000	99998	0.00	GapSeed	12	0	1	0	Zero	8333	5071	5071	154148	170289	128304	169	802	4918	4367	1.70	24.21	2.56	4.32	14.64	1.61	5.24	4405	3345	8230
cp-sh	synthetic	33	300000	0.05	0	12	4.1625	0:00:04	33.53	44.67	26.20	26.89	0.00	0.00	72.80	3.50	ok	33	300000	300003	0.00	SH	12	0	1	0	Zero	24732	14968	14968	481303	532209	398786	500	249797	14469	0	1.77	124.89	8.71	36.80	69.13	0.00	18.96	13214	9764	24233
cp-csh	synthetic	33	300000	0.05	0	12	3.1232	0:00:03	29.73	41.44	22.26	22.98	0.00	0.00	64.36	2.51	ok	33	300000	300003	0.00	GapSeed	12	0	1	0	Zero	25000	15506	15506	463722	512250	385830	511	2737	14745	12841	1.71	91.93	7.88	18.13	54.40	6.38	19.39	13214	10047	24688
cp-sh	synthetic	10	1000000	0.05	0	12	7.0643	0:00:07	100.10	112.05	92.57	93.10	0.00	0.00	87.48	6.66	ok	10	1000000	1000019	0.00	SH	12	0	1	0	Zero	80369	49150	49150	1662460	1838547	1368323	1681	1121470	46262	0	1.84	697.27	27.46	222.54	370.83	0.00	103.90	44057	31219	77482
cp-csh	synthetic	10	1000000	0.05	0	12	3.7254	0:00:03	61.59	76.05	54.60	55.12	0.00	0.00	82.39	3.56	ok	10	1000000	1000019	0.00	GapSeed	12	0	1	0	Zero	83333	55164	55164	1547642	1709628	1287711	1691	13344	49161	40108	1.71	365.78	8.22	60.69	196.90	34.03	108.19	44057	33461	82291
cp-sh	synthetic	3	3000000	0.05	0	12	10.4391	0:00:10	167.85	196.55	160.81	161.51	0.00	0.00	85.06	9.38	ok	3	3000000	2999595	0.00	SH	12	0	1	0	Zero	223914	140635	140635	5719207	6322616	4588841	5819	5927931	123210	0	2.11	3453.48	91.84	813.78	2185.32	0.00	454.38	132206	83279	206489
cp-csh	synthetic	3	3000000	0.05	0	12	5.0257	0:00:05	188.98	203.79	181.84	182.53	0.00	0.00	80.84	4.57	ok	3	3000000	2999595	0.00	GapSeed	12	0	1	0	Zero	250000	195143	195143	4660440	5148794	3875075	5070	77987	147496	101233	1.72	1637.92	69.57	280.73	1066.86	424.20	290.33	132206	100409	246908
cp-sh	synthetic	1	10000000	0.05	0	12	100.0931	0:01:40	931.44	1267.82	926.50	927.04	0.00	0.00	73.83	74.37	timeout 100s
cp-csh	synthetic	1	10000000	0.05	0	12	47.0227	0:00:47	634.89	696.18	602.55	602.62	22.30	0.00	70.69	33.73	ok	1	10000000	9999569	0.00	GapSeed	12	0	1	0	Zero	833333	997640	997640	15566148	17198681	12944115	16816	1869588	491497	204233	1.72	46811.29	0.00	2085.15	43236.31	30604.35	1489.82	440315	334992	823114
cp-sh	synthetic	100000	100	0.05	0	13	2.1471	0:00:02	9.72	20.99	2.47	3.18	0.00	0.00	70.34	2.01	ok	100000	100	99	0.00	SH	13	0	1	0	Zero	7	3	3	148	163	125	0	2	3	0	1.64	0.02	0.06	0.00	0.01	0.00	0.00	4	3	7
cp-csh	synthetic	100000	100	0.05	0	13	2.3397	0:00:02	9.91	20.99	2.48	3.20	0.00	0.00	63.27	1.96	ok	100000	100	99	0.00	GapSeed	13	0	1	0	Zero	7	3	3	145	160	122	0	0	3	3	1.60	0.02	0.10	0.00	0.01	0.00	0.01	4	3	7
cp-sh	synthetic	33333	300	0.05	0	13	2.2088	0:00:02	9.77	20.99	2.48	3.01	0.00	0.00	67.00	1.98	ok	33333	300	300	0.00	SH	13	0	1	0	Zero	22	13	13	466	515	391	0	22	12	0	1.72	0.06	0.16	0.01	0.03	0.00	0.02	13	10	23
cp-csh	synthetic	33333	300	0.05	0	13	2.4858	0:00:02	9.93	20.99	2.48	2.99	0.00	0.00	62.21	2.04	ok	33333	300	300	0.00	GapSeed	13	0	1	0	Zero	23	13	13	455	502	382	0	0	12	11	1.67	0.07	0.13	0.01	0.04	0.00	0.02	13	10	23
cp-sh	synthetic	10000	1000	0.05	0	13	2.2069	0:00:02	9.80	20.99	2.62	3.34	0.00	0.00	71.12	2.08	ok	10000	1000	1000	0.00	SH	13	0	1	0	Zero	75	43	43	1635	1806	1364	1	207	42	0	1.81	0.22	0.03	0.04	0.12	0.00	0.05	44	32	75
cp-csh	synthetic	10000	1000	0.05	0	13	2.3419	0:00:02	9.52	20.99	2.60	3.30	0.00	0.00	67.08	2.08	ok	10000	1000	1000	0.00	GapSeed	13	0	1	0	Zero	76	43	43	1595	1761	1333	1	7	42	38	1.76	0.23	0.18	0.04	0.14	0.01	0.05	44	33	75
cp-sh	synthetic	3333	3000	0.05	0	13	2.2948	0:00:02	10.05	21.12	2.73	3.25	0.00	0.00	64.92	1.98	ok	3333	3000	2999	0.00	SH	13	0	1	0	Zero	229	132	132	4991	5513	4149	5	1013	129	0	1.84	0.67	0.52	0.12	0.42	0.00	0.13	132	98	227
cp-csh	synthetic	3333	3000	0.05	0	13	2.2463	0:00:02	10.02	21.12	2.78	3.31	0.00	0.00	68.56	2.03	ok	3333	3000	2999	0.00	GapSeed	13	0	1	0	Zero	230	132	132	4869	5375	4055	5	28	129	116	1.79	0.65	0.38	0.11	0.42	0.04	0.13	132	99	227
cp-sh	synthetic	1000	10000	0.05	0	13	2.3871	0:00:02	10.53	21.64	3.25	3.78	0.00	0.00	63.24	1.98	ok	1000	10000	9999	0.00	SH	13	0	1	0	Zero	768	442	442	16708	18453	13888	17	4853	433	0	1.85	2.33	0.89	0.41	1.51	0.00	0.40	441	326	759
cp-csh	synthetic	1000	10000	0.05	0	13	2.2433	0:00:02	10.72	21.70	3.23	3.75	0.00	0.00	66.42	2.00	ok	1000	10000	9999	0.00	GapSeed	13	0	1	0	Zero	769	442	442	16289	17978	13563	17	101	433	388	1.80	2.20	0.82	0.41	1.37	0.13	0.41	441	329	760
cp-sh	synthetic	333	30000	0.05	0	13	3.0140	0:00:03	12.87	23.71	5.35	6.08	16.88	0.00	68.63	2.57	ok	333	30000	30001	0.00	SH	13	0	1	0	Zero	2306	1326	1326	50254	55503	41745	52	18730	1297	0	1.85	8.90	1.75	1.67	4.94	0.00	2.29	1323	980	2277
cp-csh	synthetic	333	30000	0.05	0	13	2.3912	0:00:02	11.73	22.87	4.50	5.19	0.00	0.00	66.06	2.08	ok	333	30000	30001	0.00	GapSeed	13	0	1	0	Zero	2307	1327	1327	49004	54087	40777	53	312	1299	1163	1.80	7.05	0.51	1.05	3.97	0.37	2.03	1323	989	2280
cp-sh	synthetic	100	100000	0.05	0	13	3.1935	0:00:03	16.39	27.63	9.20	9.72	0.00	0.00	79.43	3.05	ok	100	100000	99998	0.00	SH	13	0	1	0	Zero	7685	4425	4425	167871	185409	139389	177	78051	4327	0	1.85	31.54	3.34	6.16	19.81	0.00	5.57	4405	3259	7586
cp-csh	synthetic	100	100000	0.05	0	13	2.5222	0:00:02	13.31	24.84	6.43	6.95	0.00	0.00	62.63	2.07	ok	100	100000	99998	0.00	GapSeed	13	0	1	0	Zero	7692	4439	4439	163542	180512	136056	182	1062	4338	3881	1.81	24.64	1.87	3.87	15.40	1.54	5.37	4405	3291	7603
cp-sh	synthetic	33	300000	0.05	0	13	4.2724	0:00:04	33.32	44.79	26.31	27.07	0.00	0.00	76.94	3.80	ok	33	300000	300003	0.00	SH	13	0	1	0	Zero	23017	13257	13257	505355	558106	419355	539	277660	12931	0	1.86	127.55	12.51	35.53	71.83	0.00	20.19	13214	9761	22692
cp-csh	synthetic	33	300000	0.05	0	13	3.0532	0:00:03	28.59	40.91	21.71	22.41	0.00	0.00	69.34	2.61	ok	33	300000	300003	0.00	GapSeed	13	0	1	0	Zero	23076	13373	13373	491062	541972	408486	551	3228	13002	11583	1.81	90.59	10.13	13.73	56.20	5.45	20.66	13214	9884	22805
cp-sh	synthetic	10	1000000	0.05	0	13	6.5453	0:00:06	100.01	112.29	92.69	93.19	0.00	0.00	85.56	6.09	ok	10	1000000	1000019	0.00	SH	13	0	1	0	Zero	76260	44101	44101	1701660	1879378	1409166	1780	1126370	42680	0	1.88	647.37	24.25	216.58	330.64	0.00	100.15	44057	32159	74840
cp-csh	synthetic	10	1000000	0.05	0	13	4.0865	0:00:04	60.18	74.68	53.00	53.53	0.00	0.00	75.35	3.57	ok	10	1000000	1000019	0.00	GapSeed	13	0	1	0	Zero	76923	45429	45429	1635690	1805368	1360806	1794	12702	43368	37903	1.81	401.89	10.70	59.52	208.02	23.61	134.35	44057	32929	76021
cp-sh	synthetic	3	3000000	0.05	0	13	7.3177	0:00:07	169.52	186.17	162.15	162.88	11.31	0.00	86.23	6.79	ok	3	3000000	2999595	0.00	SH	13	0	1	0	Zero	224756	131096	131096	5276413	5827815	4342447	5577	4297540	124105	0	1.94	2414.55	38.04	780.22	1336.99	0.00	297.33	132206	93659	217765
cp-csh	synthetic	3	3000000	0.05	0	13	3.8516	0:00:03	193.67	206.27	186.41	187.13	0.00	0.00	78.91	3.50	ok	3	3000000	2999595	0.00	GapSeed	13	0	1	0	Zero	230769	143270	143270	4923840	5434873	4093319	5504	50045	130053	108130	1.81	1257.61	33.68	230.14	743.01	101.00	284.45	132206	98865	228073
cp-sh	synthetic	1	10000000	0.05	0	13	15.6090	0:00:15	695.49	723.83	688.39	688.89	0.00	0.00	92.50	14.93	ok	1	10000000	9999569	0.00	SH	13	0	1	0	Zero	704400	423401	423401	20409353	22514255	16340068	21192	24991990	372952	0	2.25	15533.89	0.00	3792.85	9975.52	0.00	1765.52	440315	280999	653951
cp-csh	synthetic	1	10000000	0.05	0	13	6.9310	0:00:06	547.89	591.22	540.41	540.95	0.00	0.00	86.99	6.51	ok	1	10000000	9999569	0.00	GapSeed	13	0	1	0	Zero	769230	557840	557840	16408806	18111296	13649818	17826	330927	433663	306541	1.81	6755.95	0.00	1172.98	3769.21	1182.43	1813.76	440315	329229	760091
