alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
cp-sh	synthetic	100000	100	0.05	0	14	2.1108	0:00:02	9.86	20.99	2.52	3.24	0.00	0.00	73.43	2.03	ok	100000	100	99	0.00	SH	14	0	1	0	Zero	7	3	3	149	164	126	0	1	3	0	1.65	0.02	0.05	0.00	0.01	0.00	0.01	4	3	7
cp-csh	synthetic	100000	100	0.05	0	14	2.2606	0:00:02	9.71	20.99	2.46	3.16	0.00	0.00	66.80	1.99	ok	100000	100	99	0.00	GapSeed	14	0	1	0	Zero	7	3	3	146	160	123	0	0	3	3	1.61	0.02	0.09	0.00	0.01	0.00	0.00	4	3	7
cp-sh	synthetic	33333	300	0.05	0	14	2.3232	0:00:02	9.65	20.99	2.50	3.10	0.00	0.00	63.27	1.95	ok	33333	300	300	0.00	SH	14	0	1	0	Zero	21	11	11	487	538	410	0	26	11	0	1.79	0.07	0.21	0.01	0.04	0.00	0.02	13	10	21
cp-csh	synthetic	33333	300	0.05	0	14	2.5415	0:00:02	9.68	20.99	2.48	3.02	0.00	0.00	58.84	2.01	ok	33333	300	300	0.00	GapSeed	14	0	1	0	Zero	21	11	11	475	524	400	0	1	11	10	1.75	0.07	0.16	0.01	0.04	0.00	0.02	13	10	21
cp-sh	synthetic	10000	1000	0.05	0	14	2.2703	0:00:02	9.61	20.99	2.61	3.31	0.00	0.00	67.84	2.05	ok	10000	1000	1000	0.00	SH	14	0	1	0	Zero	70	38	38	1719	1896	1435	1	223	38	0	1.90	0.22	0.12	0.04	0.13	0.00	0.05	44	32	70
cp-csh	synthetic	10000	1000	0.05	0	14	2.3808	0:00:02	9.63	20.99	2.55	3.25	0.00	0.00	64.29	2.01	ok	10000	1000	1000	0.00	GapSeed	14	0	1	0	Zero	71	38	38	1676	1848	1401	1	8	38	34	1.85	0.23	0.24	0.04	0.14	0.01	0.05	44	32	70
cp-sh	synthetic	3333	3000	0.05	0	14	2.4326	0:00:02	10.25	21.30	2.86	3.41	0.00	0.00	61.63	1.99	ok	3333	3000	2999	0.00	SH	14	0	1	0	Zero	213	117	117	5315	5863	4411	5	1150	115	0	1.95	0.72	0.54	0.13	0.44	0.00	0.15	132	96	211
cp-csh	synthetic	3333	3000	0.05	0	14	2.5076	0:00:02	10.07	21.35	2.96	3.48	0.00	0.00	59.56	2.00	ok	3333	3000	2999	0.00	GapSeed	14	0	1	0	Zero	214	117	117	5182	5714	4307	5	38	115	103	1.90	0.74	0.56	0.15	0.44	0.03	0.15	132	97	212
cp-sh	synthetic	1000	10000	0.05	0	14	2.4304	0:00:02	10.45	21.65	3.26	3.81	0.00	0.00	64.19	2.05	ok	1000	10000	9999	0.00	SH	14	0	1	0	Zero	713	392	392	17890	19732	14833	18	5654	384	0	1.97	2.39	0.39	0.42	1.58	0.00	0.39	441	321	706
cp-csh	synthetic	1000	10000	0.05	0	14	2.2675	0:00:02	10.27	21.69	3.30	3.80	0.00	0.00	67.92	2.01	ok	1000	10000	9999	0.00	GapSeed	14	0	1	0	Zero	714	392	392	17444	19231	14488	19	146	384	344	1.92	2.23	0.71	0.37	1.44	0.12	0.41	441	324	706
cp-sh	synthetic	333	30000	0.05	0	14	3.0722	0:00:03	12.70	23.88	5.47	6.17	0.00	0.00	66.09	2.53	ok	333	30000	30001	0.00	SH	14	0	1	0	Zero	2141	1176	1176	53827	59372	44581	56	22015	1151	0	1.98	9.08	1.57	1.61	5.53	0.00	1.94	1323	965	2117
cp-csh	synthetic	333	30000	0.05	0	14	2.6301	0:00:02	11.62	22.86	4.42	5.14	0.00	0.00	57.79	2.02	ok	333	30000	30001	0.00	GapSeed	14	0	1	0	Zero	2142	1176	1176	52477	57858	43539	57	450	1152	1033	1.93	7.74	1.68	1.06	4.50	0.34	2.17	1323	972	2118
cp-sh	synthetic	100	100000	0.05	0	14	3.3330	0:00:03	16.04	27.38	8.94	9.46	0.00	0.00	78.04	3.09	ok	100	100000	99998	0.00	SH	14	0	1	0	Zero	7140	3925	3925	179584	198067	148724	189	91743	3839	0	1.98	32.99	1.51	5.85	21.05	0.00	6.09	4405	3215	7054
cp-csh	synthetic	100	100000	0.05	0	14	2.9441	0:00:02	15.30	26.63	7.90	8.43	0.00	0.00	68.28	2.52	ok	100	100000	99998	0.00	GapSeed	14	0	1	0	Zero	7142	3928	3928	174987	192925	145195	195	1476	3845	3451	1.93	28.83	3.24	6.27	16.26	1.42	6.30	4405	3240	7062
cp-sh	synthetic	33	300000	0.05	0	14	4.4687	0:00:04	33.34	44.58	26.11	26.82	0.00	0.00	81.04	4.09	ok	33	300000	300003	0.00	SH	14	0	1	0	Zero	21414	11786	11786	539551	595076	446559	568	326258	11523	0	1.98	134.25	8.39	35.11	80.25	0.00	18.89	13214	9627	21150
cp-csh	synthetic	33	300000	0.05	0	14	2.9822	0:00:02	23.35	35.23	16.10	16.81	0.00	0.00	68.44	2.49	ok	33	300000	300003	0.00	GapSeed	14	0	1	0	Zero	21428	11814	11814	525025	578817	435424	587	4497	11551	10340	1.93	87.83	6.61	13.28	56.31	4.64	18.24	13214	9710	21191
cp-sh	synthetic	10	1000000	0.05	0	14	6.7063	0:00:06	99.96	112.05	92.73	93.25	0.00	0.00	83.77	6.10	ok	10	1000000	1000019	0.00	SH	14	0	1	0	Zero	71279	39262	39262	1803556	1989153	1492020	1902	1283699	38284	0	1.99	662.78	21.31	210.79	376.22	0.00	75.76	44057	32017	70301
cp-csh	synthetic	10	1000000	0.05	0	14	3.9752	0:00:03	79.94	93.59	72.79	73.30	0.00	0.00	76.48	3.53	ok	10	1000000	1000019	0.00	GapSeed	14	0	1	0	Zero	71428	39559	39559	1750911	1930321	1452073	1947	16173	38478	34273	1.93	389.91	16.93	58.98	244.77	21.84	86.15	44057	32368	70619
cp-sh	synthetic	3	3000000	0.05	0	14	7.4763	0:00:07	204.11	216.36	196.94	197.63	0.00	0.00	83.35	0.00	ok	3	3000000	2999595	0.00	SH	14	0	1	0	Zero	212969	117642	117642	5480728	6044179	4523192	5699	4515111	114078	0	2.01	2468.56	60.21	776.22	1388.72	0.00	303.62	132206	95327	209405
cp-csh	synthetic	3	3000000	0.05	0	14	3.7864	0:00:03	174.29	192.88	167.11	167.78	0.00	0.00	80.56	3.53	ok	3	3000000	2999595	0.00	GapSeed	14	0	1	0	Zero	214285	120280	120280	5268962	5808647	4367596	5826	52819	115505	101624	1.94	1239.34	54.23	234.93	699.75	70.97	304.66	132206	97120	211930
cp-sh	synthetic	1	10000000	0.05	0	14	13.0304	0:00:13	556.75	723.83	549.94	550.43	0.00	0.00	90.33	12.24	ok	1	10000000	9999569	0.00	SH	14	0	1	0	Zero	699824	389865	389865	18835246	20768936	15459619	19588	18818220	370319	0	2.08	12953.39	0.00	3695.71	7604.86	0.00	1652.82	440315	309959	680278
cp-csh	synthetic	1	10000000	0.05	0	14	5.3237	0:00:05	527.83	616.53	500.78	501.30	0.00	0.00	87.18	5.15	ok	1	10000000	9999569	0.00	GapSeed	14	0	1	0	Zero	714285	419025	419025	17500797	19295017	14519768	19082	229264	384700	323086	1.93	5230.75	0.00	846.48	2861.24	353.33	1523.03	440315	324057	706382
cp-sh	synthetic	100000	100	0.05	0	15	2.1285	0:00:02	9.85	20.99	2.45	3.20	15.73	0.00	50.10	1.67	ok	100000	100	99	0.00	SH	15	0	1	0	Zero	6	3	3	157	172	133	0	2	2	0	1.73	0.02	0.05	0.00	0.01	0.00	0.01	4	3	6
cp-csh	synthetic	100000	100	0.05	0	15	2.2386	0:00:02	10.13	20.99	2.48	3.22	0.00	0.00	67.89	2.06	ok	100000	100	99	0.00	GapSeed	15	0	1	0	Zero	6	3	3	153	168	130	0	0	2	2	1.69	0.02	0.10	0.00	0.01	0.00	0.01	4	3	6
cp-sh	synthetic	33333	300	0.05	0	15	2.1530	0:00:02	9.71	20.99	2.50	3.08	0.00	0.00	73.43	2.09	ok	33333	300	300	0.00	SH	15	0	1	0	Zero	20	10	10	504	556	426	0	24	10	0	1.85	0.06	0.05	0.01	0.03	0.00	0.01	13	10	20
cp-csh	synthetic	33333	300	0.05	0	15	2.2397	0:00:02	9.79	20.99	2.47	3.01	0.00	0.00	68.30	2.04	ok	33333	300	300	0.00	GapSeed	15	0	1	0	Zero	20	10	10	492	542	416	0	1	10	9	1.81	0.07	0.12	0.01	0.04	0.00	0.02	13	10	20
cp-sh	synthetic	10000	1000	0.05	0	15	2.3742	0:00:02	9.64	20.99	2.63	3.31	0.00	0.00	64.44	2.02	ok	10000	1000	1000	0.00	SH	15	0	1	0	Zero	66	34	34	1836	2023	1529	1	252	33	0	2.02	0.23	0.17	0.04	0.14	0.00	0.05	44	31	65
cp-csh	synthetic	10000	1000	0.05	0	15	2.3519	0:00:02	9.95	20.99	2.59	3.33	0.00	0.00	66.39	2.07	ok	10000	1000	1000	0.00	GapSeed	15	0	1	0	Zero	66	34	34	1789	1971	1493	1	11	33	30	1.97	0.23	0.04	0.03	0.15	0.01	0.05	44	32	65
cp-sh	synthetic	3333	3000	0.05	0	15	2.5727	0:00:02	10.06	21.32	2.88	3.48	0.00	0.00	60.46	2.06	ok	3333	3000	2999	0.00	SH	15	0	1	0	Zero	199	105	105	5724	6304	4731	5	1321	102	0	2.10	0.76	0.33	0.12	0.48	0.00	0.15	132	95	198
cp-csh	synthetic	3333	3000	0.05	0	15	2.6089	0:00:02	9.94	21.34	2.91	3.42	0.00	0.00	60.01	2.03	ok	3333	3000	2999	0.00	GapSeed	15	0	1	0	Zero	200	105	105	5582	6146	4621	6	50	102	92	2.05	0.77	0.69	0.12	0.50	0.04	0.15	132	96	198
cp-sh	synthetic	1000	10000	0.05	0	15	2.7496	0:00:02	10.72	21.70	3.27	3.79	0.00	0.00	76.03	2.57	ok	1000	10000	9999	0.00	SH	15	0	1	0	Zero	665	349	349	19403	21365	15994	20	6699	342	0	2.14	2.70	0.85	0.41	1.84	0.00	0.45	441	316	658
cp-csh	synthetic	1000	10000	0.05	0	15	2.3748	0:00:02	10.47	21.57	3.23	3.75	0.00	0.00	65.26	2.02	ok	1000	10000	9999	0.00	GapSeed	15	0	1	0	Zero	666	349	349	18927	20836	15628	21	205	342	307	2.08	2.31	0.54	0.33	1.56	0.10	0.43	441	318	659
cp-sh	synthetic	333	30000	0.05	0	15	3.1916	0:00:03	12.68	23.81	5.40	6.17	0.00	0.00	80.54	3.05	ok	333	30000	30001	0.00	SH	15	0	1	0	Zero	1999	1050	1050	58477	64385	48151	61	26355	1026	0	2.15	9.44	2.03	1.72	6.36	0.00	1.36	1323	950	1977
cp-csh	synthetic	333	30000	0.05	0	15	2.7090	0:00:02	11.91	23.24	4.82	5.52	0.00	0.00	75.29	2.49	ok	333	30000	30001	0.00	GapSeed	15	0	1	0	Zero	2000	1050	1050	57001	62748	47020	64	652	1028	922	2.09	7.94	2.52	0.98	5.36	0.32	1.60	1323	956	1978
cp-sh	synthetic	100	100000	0.05	0	15	3.8635	0:00:03	18.90	30.02	11.59	12.14	0.00	0.00	79.44	3.56	ok	100	100000	99998	0.00	SH	15	0	1	0	Zero	6665	3502	3502	195147	214861	160644	205	110597	3425	0	2.15	38.25	3.09	5.82	24.27	0.00	8.15	4405	3163	6589
cp-csh	synthetic	100	100000	0.05	0	15	2.9743	0:00:02	15.66	26.73	8.09	8.62	0.00	0.00	69.59	2.55	ok	100	100000	99998	0.00	GapSeed	15	0	1	0	Zero	6666	3503	3503	190228	209406	156875	212	2197	3430	3078	2.09	29.11	2.83	4.62	17.08	1.33	7.41	4405	3184	6595
cp-sh	synthetic	33	300000	0.05	0	15	5.0158	0:00:05	33.13	44.60	26.17	26.86	0.00	0.00	80.47	4.52	ok	33	300000	300003	0.00	SH	15	0	1	0	Zero	19997	10511	10511	586531	645706	482518	623	392790	10286	0	2.15	150.76	9.97	34.85	95.17	0.00	20.75	13214	9485	19772
cp-csh	synthetic	33	300000	0.05	0	15	3.2222	0:00:03	29.05	40.81	21.67	22.38	0.00	0.00	64.85	2.52	ok	33	300000	300003	0.00	GapSeed	15	0	1	0	Zero	20000	10517	10517	571648	629198	471124	647	6683	10304	9246	2.10	94.69	8.41	11.98	62.73	5.05	19.98	13214	9547	19794
cp-sh	synthetic	10	1000000	0.05	0	15	7.0501	0:00:07	100.02	111.23	92.79	93.31	0.00	0.00	88.53	6.72	ok	10	1000000	1000019	0.00	SH	15	0	1	0	Zero	66630	35068	35068	1960075	2157806	1611509	2083	1547340	34262	0	2.16	697.40	17.80	209.48	408.61	0.00	79.32	44057	31562	65825
cp-csh	synthetic	10	1000000	0.05	0	15	3.6465	0:00:03	81.15	93.04	73.86	74.38	0.00	0.00	69.65	3.01	ok	10	1000000	1000019	0.00	GapSeed	15	0	1	0	Zero	66666	35139	35139	1907136	2099298	1571494	2159	22634	34346	30730	2.10	357.26	13.00	48.54	231.25	16.63	77.47	44057	31800	65945
cp-sh	synthetic	3	3000000	0.05	0	15	8.5562	0:00:08	205.60	218.41	198.55	199.23	0.00	0.00	83.89	7.65	ok	3	3000000	2999595	0.00	SH	15	0	1	0	Zero	199706	104979	104979	5893855	6488528	4844179	6243	5290281	102447	0	2.16	2826.94	56.94	799.69	1649.99	0.00	377.26	132206	94727	197174
cp-csh	synthetic	3	3000000	0.05	0	15	3.8942	0:00:03	177.55	189.52	170.61	171.46	0.00	0.00	78.32	3.55	ok	3	3000000	2999595	0.00	GapSeed	15	0	1	0	Zero	200000	105567	105567	5725841	6302573	4718002	6487	66385	102875	91850	2.10	1278.83	21.85	191.24	758.45	66.60	329.14	132206	95612	197871
cp-sh	synthetic	1	10000000	0.05	0	15	13.5247	0:00:13	562.40	594.79	557.91	558.59	0.00	0.00	89.90	12.65	ok	1	10000000	9999569	0.00	SH	15	0	1	0	Zero	663406	350086	350086	19797293	21792337	16255979	20868	20431975	339625	0	2.18	13456.58	0.00	3560.81	8261.22	0.00	1634.55	440315	313320	652945
cp-csh	synthetic	1	10000000	0.05	0	15	5.5695	0:00:05	523.86	616.91	516.83	518.01	0.00	0.00	82.41	5.09	ok	1	10000000	9999569	0.00	GapSeed	15	0	1	0	Zero	666666	356622	356622	19005091	20919434	15677628	21212	245179	343260	302698	2.09	5482.24	0.00	764.61	3054.41	271.59	1663.22	440315	318363	659615
cp-sh	synthetic	100000	100	0.05	0	16	2.1252	0:00:02	9.71	20.99	2.47	3.18	0.00	0.00	72.48	2.02	ok	100000	100	99	0.00	SH	16	0	1	0	Zero	6	2	2	157	173	134	0	1	2	0	1.73	0.02	0.05	0.00	0.01	0.00	0.01	4	3	6
cp-csh	synthetic	100000	100	0.05	0	16	2.1679	0:00:02	9.99	20.99	2.50	3.22	0.00	0.00	70.53	2.00	ok	100000	100	99	0.00	GapSeed	16	0	1	0	Zero	6	2	2	154	169	131	0	0	2	2	1.69	0.02	0.07	0.00	0.01	0.00	0.00	4	3	6
cp-sh	synthetic	33333	300	0.05	0	16	2.3665	0:00:02	9.46	20.99	2.51	3.03	0.00	0.00	65.16	2.01	ok	33333	300	300	0.00	SH	16	0	1	0	Zero	18	8	8	539	593	454	0	31	8	0	1.98	0.07	0.05	0.01	0.04	0.00	0.02	13	9	18
cp-csh	synthetic	33333	300	0.05	0	16	2.3212	0:00:02	9.83	20.99	2.55	3.08	0.00	0.00	65.47	2.01	ok	33333	300	300	0.00	GapSeed	16	0	1	0	Zero	18	8	8	525	578	443	0	1	8	7	1.93	0.07	0.13	0.01	0.04	0.00	0.02	13	9	18
cp-sh	synthetic	10000	1000	0.05	0	16	2.4567	0:00:02	9.73	20.99	2.62	3.33	0.00	0.00	63.50	2.06	ok	10000	1000	1000	0.00	SH	16	0	1	0	Zero	62	30	30	1969	2166	1634	1	279	30	0	2.17	0.24	0.11	0.04	0.15	0.00	0.05	44	31	61
cp-csh	synthetic	10000	1000	0.05	0	16	2.5140	0:00:02	9.82	20.99	2.61	3.32	0.00	0.00	60.43	1.98	ok	10000	1000	1000	0.00	GapSeed	16	0	1	0	Zero	62	30	30	1918	2110	1595	1	15	30	27	2.11	0.25	0.31	0.03	0.16	0.01	0.05	44	31	61
cp-sh	synthetic	3333	3000	0.05	0	16	2.7993	0:00:02	10.50	21.36	2.96	3.52	0.00	0.00	73.15	2.53	ok	3333	3000	2999	0.00	SH	16	0	1	0	Zero	187	93	93	6278	6900	5149	6	1564	91	0	2.30	0.82	0.49	0.13	0.54	0.00	0.15	132	93	185
cp-csh	synthetic	3333	3000	0.05	0	16	2.5921	0:00:02	10.05	21.35	2.91	3.96	0.00	0.00	60.60	2.10	ok	3333	3000	2999	0.00	GapSeed	16	0	1	0	Zero	187	93	93	6119	6726	5028	6	75	91	82	2.24	0.77	0.33	0.11	0.51	0.03	0.15	132	94	185
cp-sh	synthetic	1000	10000	0.05	0	16	3.0883	0:00:03	10.62	21.58	3.25	3.76	0.00	0.00	64.73	2.49	ok	1000	10000	9999	0.00	SH	16	0	1	0	Zero	625	313	313	21423	23537	17497	22	8093	307	0	2.35	3.05	1.21	0.43	2.12	0.00	0.50	441	311	618
cp-csh	synthetic	1000	10000	0.05	0	16	2.6416	0:00:02	10.83	21.59	3.24	3.77	0.00	0.00	77.21	2.52	ok	1000	10000	9999	0.00	GapSeed	16	0	1	0	Zero	625	313	313	20893	22954	17094	23	309	307	275	2.30	2.60	0.98	0.31	1.80	0.10	0.49	441	313	619
cp-sh	synthetic	333	30000	0.05	0	16	3.5765	0:00:03	12.32	23.82	5.41	6.12	0.00	0.00	70.95	3.06	ok	333	30000	30001	0.00	SH	16	0	1	0	Zero	1875	939	939	64734	71114	52784	69	32283	919	0	2.37	10.63	2.89	1.66	7.61	0.00	1.36	1323	935	1855
cp-csh	synthetic	333	30000	0.05	0	16	2.8415	0:00:02	11.50	23.16	4.64	5.32	0.00	0.00	69.32	2.44	ok	333	30000	30001	0.00	GapSeed	16	0	1	0	Zero	1875	939	939	63079	69297	51532	72	956	920	826	2.31	8.28	2.19	0.93	6.06	0.34	1.29	1323	940	1856
cp-sh	synthetic	100	100000	0.05	0	16	4.2216	0:00:04	18.89	30.16	11.71	12.22	0.00	0.00	86.25	4.12	ok	100	100000	99998	0.00	SH	16	0	1	0	Zero	6249	3141	3141	217385	238783	177048	234	137604	3073	0	2.39	41.75	2.14	6.06	29.85	0.00	5.84	4405	3108	6182
cp-csh	synthetic	100	100000	0.05	0	16	3.1910	0:00:03	18.44	29.74	11.00	11.54	0.00	0.00	79.30	3.01	ok	100	100000	99998	0.00	GapSeed	16	0	1	0	Zero	6250	3141	3141	211763	232618	172835	243	3341	3078	2760	2.33	31.19	3.75	3.88	20.76	1.19	6.56	4405	3126	6187
cp-sh	synthetic	33	300000	0.05	0	16	5.6442	0:00:05	33.34	44.54	26.11	26.80	0.00	0.00	81.80	5.09	ok	33	300000	300003	0.00	SH	16	0	1	0	Zero	18749	9414	9414	649612	713570	529326	700	487188	9214	0	2.38	169.84	9.64	35.47	111.31	0.00	23.06	13214	9336	18550
cp-csh	synthetic	33	300000	0.05	0	16	3.2948	0:00:03	28.91	40.67	21.57	22.31	0.00	0.00	79.20	3.09	ok	33	300000	300003	0.00	GapSeed	16	0	1	0	Zero	18750	9414	9414	633352	695701	517013	729	10148	9228	8271	2.32	97.86	3.56	10.47	65.86	3.97	21.53	13214	9387	18565
cp-sh	synthetic	10	1000000	0.05	0	16	8.0315	0:00:08	96.65	107.42	89.15	89.68	0.00	0.00	89.02	7.64	ok	10	1000000	1000019	0.00	SH	16	0	1	0	Zero	62492	31387	31387	2174776	2388422	1769848	2330	1921234	30701	0	2.39	795.24	19.53	206.80	505.92	0.00	82.51	44057	31105	61806
cp-csh	synthetic	10	1000000	0.05	0	16	3.8857	0:00:03	80.25	91.11	72.72	73.25	0.00	0.00	81.82	3.68	ok	10	1000000	1000019	0.00	GapSeed	16	0	1	0	Zero	62500	31402	31402	2117425	2325524	1726852	2421	33912	30756	27595	2.33	380.90	16.53	43.98	256.98	15.73	79.94	44057	31287	61871
cp-sh	synthetic	3	3000000	0.05	0	16	9.8310	0:00:09	203.38	221.09	195.92	196.60	0.00	0.00	89.21	9.27	ok	3	3000000	2999595	0.00	SH	16	0	1	0	Zero	187430	94196	94196	6524605	7166820	5310473	7078	6569559	92138	0	2.39	3255.65	83.40	761.87	2054.73	0.00	439.05	132206	93234	185372
cp-csh	synthetic	3	3000000	0.05	0	16	4.6679	0:00:04	174.45	185.56	167.12	167.82	0.00	0.00	75.66	4.01	ok	3	3000000	2999595	0.00	GapSeed	16	0	1	0	Zero	187500	94336	94336	6347950	6973088	5178209	7338	103734	92346	82628	2.32	1535.64	7.25	168.10	900.85	67.09	466.69	132206	93817	185661
cp-sh	synthetic	1	10000000	0.05	0	16	14.8585	0:00:14	573.29	594.72	566.24	566.93	0.00	0.00	90.04	13.83	ok	1	10000000	9999569	0.00	SH	16	0	1	0	Zero	624284	313966	313966	21689418	23824697	17664087	23115	24771226	306607	0	2.38	14777.42	0.00	3470.27	9552.50	0.00	1754.64	440315	310318	616925
cp-csh	synthetic	1	10000000	0.05	0	16	5.8755	0:00:05	534.47	622.47	527.34	527.87	0.00	0.00	87.44	5.64	ok	1	10000000	9999569	0.00	GapSeed	16	0	1	0	Zero	625000	315398	315398	21047552	23120417	17188269	23793	348915	307743	274776	2.31	5804.10	0.00	745.11	3333.21	251.07	1725.78	440315	312791	618807
cp-sh	synthetic	100000	100	0.05	0	17	2.1717	0:00:02	9.66	20.99	2.45	3.17	0.00	0.00	72.02	2.04	ok	100000	100	99	0.00	SH	17	0	1	0	Zero	5	2	2	170	187	145	0	2	2	0	1.88	0.02	0.04	0.00	0.01	0.00	0.01	4	3	5
cp-csh	synthetic	100000	100	0.05	0	17	2.2314	0:00:02	9.69	20.99	2.48	3.25	0.00	0.00	67.25	1.99	ok	100000	100	99	0.00	GapSeed	17	0	1	0	Zero	5	2	2	166	182	142	0	0	2	1	1.83	0.02	0.07	0.00	0.01	0.00	0.01	4	3	5
cp-sh	synthetic	33333	300	0.05	0	17	2.4344	0:00:02	10.02	20.99	2.52	3.06	0.00	0.00	61.94	2.02	ok	33333	300	300	0.00	SH	17	0	1	0	Zero	17	8	8	564	620	475	0	31	7	0	2.07	0.07	0.11	0.01	0.04	0.00	0.02	13	9	17
cp-csh	synthetic	33333	300	0.05	0	17	2.3428	0:00:02	9.75	20.99	2.50	3.09	0.00	0.00	66.70	2.03	ok	33333	300	300	0.00	GapSeed	17	0	1	0	Zero	17	8	8	549	604	464	0	2	7	7	2.02	0.07	0.11	0.01	0.04	0.00	0.01	13	9	17
cp-sh	synthetic	10000	1000	0.05	0	17	2.6074	0:00:02	9.66	20.99	2.68	3.39	0.00	0.00	58.67	2.03	ok	10000	1000	1000	0.00	SH	17	0	1	0	Zero	58	27	27	2145	2355	1771	2	319	27	0	2.36	0.26	0.21	0.04	0.17	0.00	0.05	44	30	57
cp-csh	synthetic	10000	1000	0.05	0	17	2.6323	0:00:02	9.76	20.99	2.67	3.38	0.00	0.00	75.97	2.47	ok	10000	1000	1000	0.00	GapSeed	17	0	1	0	Zero	58	27	27	2091	2296	1729	2	20	27	24	2.30	0.26	0.36	0.03	0.18	0.01	0.05	44	30	57
cp-sh	synthetic	3333	3000	0.05	0	17	3.0734	0:00:03	10.23	21.28	2.95	3.46	0.00	0.00	66.70	2.54	ok	3333	3000	2999	0.00	SH	17	0	1	0	Zero	176	84	84	6992	7666	5676	7	1862	82	0	2.56	0.91	0.57	0.12	0.63	0.00	0.17	132	92	174
cp-csh	synthetic	3333	3000	0.05	0	17	2.8957	0:00:02	10.26	21.30	2.91	3.47	0.00	0.00	69.98	2.49	ok	3333	3000	2999	0.00	GapSeed	17	0	1	0	Zero	176	84	84	6818	7477	5546	7	106	82	74	2.49	0.85	0.62	0.10	0.59	0.03	0.16	132	92	174
cp-sh	synthetic	1000	10000	0.05	0	17	3.5298	0:00:03	10.74	21.99	3.59	4.11	0.00	0.00	70.28	2.97	ok	1000	10000	9999	0.00	SH	17	0	1	0	Zero	587	282	282	24283	26601	19564	26	10081	275	0	2.66	3.49	1.14	0.41	2.54	0.00	0.54	441	306	582
cp-csh	synthetic	1000	10000	0.05	0	17	2.9291	0:00:02	10.94	21.93	3.56	4.09	0.00	0.00	68.97	2.51	ok	1000	10000	9999	0.00	GapSeed	17	0	1	0	Zero	588	282	282	23666	25929	19106	27	478	276	247	2.59	2.89	1.08	0.31	2.03	0.09	0.55	441	307	582
cp-sh	synthetic	333	30000	0.05	0	17	3.9987	0:00:03	13.98	24.99	6.56	7.29	0.00	0.00	77.01	3.57	ok	333	30000	30001	0.00	SH	17	0	1	0	Zero	1763	845	845	73688	80702	59226	80	40932	827	0	2.69	11.89	1.95	1.63	8.76	0.00	1.50	1323	919	1746
cp-csh	synthetic	333	30000	0.05	0	17	3.1989	0:00:03	12.02	23.13	4.77	5.48	0.00	0.00	81.27	3.08	ok	333	30000	30001	0.00	GapSeed	17	0	1	0	Zero	1764	845	845	71780	78630	57818	83	1538	828	741	2.62	9.43	1.90	1.45	6.57	0.33	1.40	1323	923	1748
cp-sh	synthetic	100	100000	0.05	0	17	4.8840	0:00:04	18.96	30.16	11.71	12.22	0.00	0.00	84.56	4.64	ok	100	100000	99998	0.00	SH	17	0	1	0	Zero	5881	2825	2825	249443	273057	199872	275	176729	2763	0	2.73	48.45	3.75	6.10	37.07	0.00	5.28	4405	3056	5820
cp-csh	synthetic	100	100000	0.05	0	17	3.4600	0:00:03	18.03	29.43	10.78	11.30	0.00	0.00	74.86	3.08	ok	100	100000	99998	0.00	GapSeed	17	0	1	0	Zero	5882	2825	2825	243007	266068	195127	287	5379	2768	2481	2.66	33.88	2.38	3.47	25.05	1.17	5.36	4405	3072	5825
cp-sh	synthetic	33	300000	0.05	0	17	6.9205	0:00:06	43.37	54.45	36.04	36.83	0.00	0.00	89.75	6.70	ok	33	300000	300003	0.00	SH	17	0	1	0	Zero	17646	8470	8470	743795	814359	596435	818	630634	8288	0	2.71	208.45	10.21	34.78	141.73	0.00	31.93	13214	9177	17466
cp-csh	synthetic	33	300000	0.05	0	17	4.0525	0:00:04	29.61	41.30	22.25	22.97	17.98	0.00	74.70	3.54	ok	33	300000	300003	0.00	GapSeed	17	0	1	0	Zero	17647	8470	8470	723649	792498	581781	852	16392	8303	7443	2.64	118.98	9.09	10.75	78.48	4.03	29.75	13214	9220	17481
cp-sh	synthetic	10	1000000	0.05	0	17	9.2278	0:00:09	96.82	107.91	89.59	90.12	0.00	0.00	91.36	8.91	ok	10	1000000	1000019	0.00	SH	17	0	1	0	Zero	58821	28238	28238	2491523	2727273	1994631	2769	2492389	27621	0	2.73	914.78	28.70	203.82	621.01	0.00	89.94	44057	30583	58204
cp-csh	synthetic	10	1000000	0.05	0	17	4.1351	0:00:04	81.21	92.45	74.00	74.51	0.00	0.00	75.44	3.62	ok	10	1000000	1000019	0.00	GapSeed	17	0	1	0	Zero	58823	28241	28241	2423448	2653516	1945359	2876	53181	27669	24813	2.65	407.53	21.64	40.53	281.14	15.28	85.87	44057	30737	58257
cp-sh	synthetic	3	3000000	0.05	0	17	12.2666	0:00:12	203.16	219.33	195.81	196.50	0.00	0.00	88.59	11.36	ok	3	3000000	2999595	0.00	SH	17	0	1	0	Zero	176454	84642	84642	7454402	8161807	5974574	8382	8516826	82790	0	2.72	4068.09	51.61	794.35	2936.36	0.00	337.37	132206	91812	174602
