alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
dijkstra	synthetic	100	10000	0.2			373.3481	0:06:13	395.84	463.12	388.60	389.56	0.00	0.00	92.28	344.96	ok	100	10000	10001	0.00	Zero	0	0	0	0		0	0	0	23816467	23831628	11957198	0	0	0	0	2382.91	3733.32	70.49	0.00	3732.09	0.00	1.23	1570	0	0
dijkstra	synthetic	100	10000	0.22			403.0492	0:06:43	357.59	462.95	348.24	349.24	0.00	0.00	92.90	374.92	ok	100	10000	10008	0.00	Zero	0	0	0	0		0	0	0	25888479	25903695	12986210	0	0	0	0	2588.16	4030.33	102.34	0.00	4029.05	0.00	1.28	1700	0	0
dijkstra	synthetic	100	10000	0.24			424.6199	0:07:04	357.73	462.95	350.45	351.44	0.00	0.00	95.23	404.84	ok	100	10000	10006	0.00	Zero	0	0	0	0		0	0	0	27847682	27862930	13961805	0	0	0	0	2784.61	4246.03	87.47	0.00	4244.71	0.00	1.32	1825	0	0
dijkstra	synthetic	100	10000	0.26			487.9465	0:08:07	825.68	871.39	818.55	819.51	0.00	0.00	95.18	464.82	ok	100	10000	10001	0.00	Zero	0	0	0	0		0	0	0	29810359	29825650	14936298	0	0	0	0	2982.20	4879.30	155.45	0.00	4878.00	0.00	1.30	1951	0	0
dijkstra	synthetic	100	10000	0.28			515.0971	0:08:35	694.73	839.66	687.58	688.51	0.00	0.00	95.99	494.94	ok	100	10000	9992	0.00	Zero	0	0	0	0		0	0	0	31842731	31858060	15949037	0	0	0	0	3185.81	5150.81	112.80	0.00	5149.54	0.00	1.27	2076	0	0
dijkstra	synthetic	100	10000	0.3			545.0538	0:09:05	687.25	839.71	679.94	680.93	0.00	0.00	96.19	524.71	ok	100	10000	10005	0.00	Zero	0	0	0	0		0	0	0	33546773	33562157	16809415	0	0	0	0	3354.24	5450.38	140.77	0.00	5449.09	0.00	1.29	2183	0	0
dijkstra	synthetic	100	10000	0.32			569.4430	0:09:29	738.70	839.52	731.44	732.42	0.00	0.00	97.33	554.66	ok	100	10000	10001	0.00	Zero	0	0	0	0		0	0	0	35461365	35476814	17754298	0	0	0	0	3547.07	5694.28	114.47	0.00	5693.00	0.00	1.28	2297	0	0
dijkstra	synthetic	100	10000	0.34			590.9494	0:09:50	822.55	871.11	815.49	816.44	0.00	0.00	98.88	584.77	ok	100	10000	9998	0.00	Zero	0	0	0	0		0	0	0	37264005	37279480	18654934	0	0	0	0	3727.95	5909.34	110.18	0.00	5908.03	0.00	1.30	2404	0	0
cp-sh	synthetic	100	10000	0.01	0	9	0.1186	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	9998	0.00	SH	9	0	1	0	Zero	1111	1033	1033	10551	10819	9240	0	0	1026	969	1.08	1.03	0.04	0.32	0.36	0.00	0.35	91	77	1066
cp-csh	synthetic	100	10000	0.01	0	9	0.1424	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	9998	0.00	CSH	9	0	1	0	Zero	1111	1072	1072	10495	10750	9197	0	0	1026	967	1.08	1.27	0.04	0.39	0.54	0.18	0.34	91	82	1099
cp-sh	synthetic	100	10000	0.02	0	9	0.1141	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	SH	9	0	1	0	Zero	1111	962	962	11164	11711	9630	2	1	948	875	1.17	0.98	0.02	0.31	0.44	0.00	0.22	181	149	1060
cp-csh	synthetic	100	10000	0.02	0	9	0.1384	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	CSH	9	0	1	0	Zero	1111	999	999	11053	11574	9546	2	0	948	869	1.16	1.23	0.03	0.38	0.62	0.17	0.22	181	158	1097
cp-sh	synthetic	100	10000	0.04	0	9	0.1440	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	SH	9	0	1	0	Zero	1111	834	834	12746	13904	10626	9	15	809	719	1.39	1.29	0.08	0.29	0.58	0.00	0.42	356	277	1056
cp-csh	synthetic	100	10000	0.04	0	9	0.1628	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	CSH	9	0	1	0	Zero	1111	865	865	12505	13612	10452	9	13	809	707	1.36	1.48	0.06	0.34	0.76	0.17	0.37	356	292	1093
cp-sh	synthetic	100	10000	0.06	0	9	0.1579	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	SH	9	0	1	0	Zero	1111	727	727	15449	17368	12312	21	111	695	590	1.74	1.42	0.06	0.29	0.85	0.00	0.28	525	384	1053
cp-csh	synthetic	100	10000	0.06	0	9	0.1816	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	CSH	9	0	1	0	Zero	1111	755	755	14919	16745	11951	22	100	695	574	1.67	1.66	0.51	0.32	1.06	0.16	0.27	525	404	1091
cp-sh	synthetic	100	10000	0.08	0	9	0.2225	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	9998	0.00	SH	9	0	1	0	Zero	1111	632	632	20674	23624	15510	45	539	594	484	2.36	2.05	0.13	0.27	1.45	0.00	0.34	688	479	1051
cp-csh	synthetic	100	10000	0.08	0	9	0.2453	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	9998	0.00	CSH	9	0	1	0	Zero	1111	656	656	19318	22089	14655	44	490	594	466	2.21	2.28	0.15	0.31	1.51	0.15	0.46	688	503	1089
cp-sh	synthetic	100	10000	0.1	0	9	0.3817	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10006	0.00	SH	9	0	1	0	Zero	1111	553	553	36812	41700	24760	114	3686	513	399	4.17	3.64	0.78	0.26	2.98	0.00	0.40	849	557	1052
cp-csh	synthetic	100	10000	0.1	0	9	0.3647	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10006	0.00	CSH	9	0	1	0	Zero	1111	574	574	31426	35844	21724	99	3190	512	380	3.58	3.48	0.59	0.29	2.74	0.17	0.45	849	585	1089
cp-sh	synthetic	100	10000	0.12	0	9	1.7855	0:00:01	31.39	42.52	24.05	25.09	0.00	0.00	57.12	1.51	ok	100	10000	9998	0.00	SH	9	0	1	0	Zero	1111	486	486	141150	152093	78391	589	45319	447	329	15.21	17.69	11.46	0.25	16.88	0.00	0.55	1003	625	1056
cp-csh	synthetic	100	10000	0.12	0	9	1.2015	0:00:01	15.56	26.68	8.19	9.19	0.00	0.00	42.45	1.00	ok	100	10000	9998	0.00	CSH	9	0	1	0	Zero	1111	504	504	88103	96716	51799	365	30971	445	309	9.67	11.84	6.39	0.28	11.04	0.36	0.51	1003	655	1091
cp-sh	synthetic	100	10000	0.14	0	9	23.8903	0:00:23	94.92	106.00	87.59	88.59	0.00	0.00	61.95	15.29	ok	100	10000	10001	0.00	SH	9	0	1	0	Zero	1111	427	427	1418979	1455168	669972	6699	373718	399	274	145.49	238.69	62.82	0.25	237.55	0.00	0.89	1150	683	1067
cp-csh	synthetic	100	10000	0.14	0	9	17.6008	0:00:17	52.86	64.05	45.64	46.61	0.00	0.00	84.49	15.35	ok	100	10000	10001	0.00	CSH	9	0	1	0	Zero	1111	444	444	951113	980475	456326	4635	327338	398	254	98.03	175.83	63.41	0.27	174.69	2.95	0.86	1150	714	1099
cp-sh	synthetic	100	10000	0.16	0	9	68.3919	0:01:08	164.11	189.27	156.75	157.76	0.00	0.00	65.41	45.22	ok	100	10000	10001	0.00	SH	9	0	1	0	Zero	1111	377	377	3674601	3743037	1697170	17894	566687	349	225	374.26	683.72	86.62	0.23	682.36	0.00	1.13	1293	734	1070
cp-csh	synthetic	100	10000	0.16	0	9	65.6626	0:01:05	136.56	189.69	129.24	130.20	0.00	0.00	68.19	45.25	ok	100	10000	10001	0.00	CSH	9	0	1	0	Zero	1111	391	391	3169990	3232318	1467575	15785	608436	348	206	323.19	656.44	95.34	0.27	655.08	9.29	1.09	1293	766	1100
cp-sh	synthetic	100	10000	0.18	0	9	114.9236	0:01:54	137.13	148.22	129.76	130.77	0.00	0.00	91.22	105.28	ok	100	10000	10003	0.00	SH	9	0	1	0	Zero	1111	332	332	5881711	5981552	2700488	29221	648827	303	185	597.97	1149.06	110.70	0.22	1147.63	0.00	1.21	1434	779	1071
cp-csh	synthetic	100	10000	0.18	0	9	116.0702	0:01:56	136.96	147.99	129.52	130.53	0.00	0.00	90.31	105.30	ok	100	10000	10003	0.00	CSH	9	0	1	0	Zero	1111	343	343	5404613	5499388	2483485	27442	717510	303	167	549.76	1160.52	113.46	0.29	1159.05	15.01	1.19	1434	812	1101
cp-sh	synthetic	100	10000	0.2	0	9	169.1816	0:02:49	247.55	315.70	240.37	241.32	0.00	0.00	97.33	165.11	ok	100	10000	10001	0.00	SH	9	0	1	0	Zero	1111	293	293	8016099	8146697	3672245	40773	659324	264	152	814.58	1691.53	101.00	0.22	1690.03	0.00	1.28	1570	817	1072
cp-csh	synthetic	100	10000	0.2	0	9	176.4735	0:02:56	220.75	275.85	213.52	214.45	0.00	0.00	93.22	164.96	ok	100	10000	10001	0.00	CSH	9	0	1	0	Zero	1111	304	304	7541369	7667511	3456330	39178	750968	263	134	766.67	1764.56	116.24	0.24	1763.05	20.39	1.28	1570	852	1101
cp-sh	synthetic	100	10000	0.22	0	9	206.9595	0:03:26	300.01	315.39	292.75	293.70	0.00	0.00	94.08	195.21	ok	100	10000	10008	0.00	SH	9	0	1	0	Zero	1111	260	260	10179598	10341967	4655006	52786	640952	230	128	1033.32	2069.33	116.28	0.21	2067.85	0.00	1.28	1700	850	1072
cp-csh	synthetic	100	10000	0.22	0	9	218.7832	0:03:38	220.90	231.74	213.40	214.42	0.00	0.00	89.03	195.28	ok	100	10000	10008	0.00	CSH	9	0	1	0	Zero	1111	269	269	9708773	9867244	4440916	51482	727574	230	111	985.88	2187.69	116.42	0.24	2186.17	25.82	1.28	1700	885	1101
cp-sh	synthetic	100	10000	0.24	0	9	248.3903	0:04:08	220.70	231.95	213.46	214.42	0.00	0.00	90.46	225.15	ok	100	10000	10006	0.00	SH	9	0	1	0	Zero	1111	235	235	12203935	12395920	5575123	63870	625350	204	106	1238.84	2483.71	109.42	0.20	2482.17	0.00	1.35	1825	876	1072
cp-csh	synthetic	100	10000	0.24	0	9	262.3961	0:04:22	220.49	231.69	213.22	214.20	0.00	0.00	97.02	255.04	ok	100	10000	10006	0.00	CSH	9	0	1	0	Zero	1111	243	243	11742819	11931771	5365491	63028	710034	204	90	1192.45	2623.78	110.21	0.23	2622.23	31.33	1.32	1825	912	1101
cp-sh	synthetic	100	10000	0.26	0	9	302.9274	0:05:02	388.23	567.44	380.96	381.93	0.00	0.00	93.94	285.05	ok	100	10000	10001	0.00	SH	9	0	1	0	Zero	1111	207	207	14251473	14475299	6503999	75861	597064	175	86	1447.35	3029.10	127.44	0.20	3027.57	0.00	1.33	1951	904	1073
cp-csh	synthetic	100	10000	0.26	0	9	321.7430	0:05:21	388.22	399.36	380.91	381.90	0.00	0.00	97.77	315.00	ok	100	10000	10001	0.00	CSH	9	0	1	0	Zero	1111	214	214	13806643	14028161	6301957	75359	682015	175	71	1402.65	3217.25	158.40	0.24	3215.65	40.00	1.36	1951	940	1102
cp-sh	synthetic	100	10000	0.28	0	9	344.5415	0:05:44	388.84	399.97	381.53	382.86	0.00	0.00	91.30	315.04	ok	100	10000	9992	0.00	SH	9	0	1	0	Zero	1111	186	186	16357078	16612933	7460464	87810	563022	155	71	1661.29	3445.24	157.60	0.19	3443.72	0.00	1.34	2076	925	1074
cp-csh	synthetic	100	10000	0.28	0	9	372.1104	0:06:12	468.45	567.53	459.02	460.01	0.00	0.00	92.59	345.03	ok	100	10000	9992	0.00	CSH	9	0	1	0	Zero	1111	192	192	15929729	16184079	7266313	87819	635942	155	57	1618.41	3720.93	128.42	0.21	3719.37	44.63	1.35	2076	961	1102
cp-sh	synthetic	100	10000	0.3	0	9	387.8821	0:06:27	510.72	567.77	503.38	504.34	0.00	0.00	96.49	374.74	ok	100	10000	10005	0.00	SH	9	0	1	0	Zero	1111	168	168	18115737	18399709	8265296	98073	530855	136	58	1838.89	3878.65	143.63	0.19	3877.11	0.00	1.36	2183	943	1074
cp-csh	synthetic	100	10000	0.3	0	9	407.1629	0:06:47	388.59	567.15	381.27	382.25	0.00	0.00	99.33	404.90	ok	100	10000	10005	0.00	CSH	9	0	1	0	Zero	1111	174	174	17680067	17962927	8067186	98369	594810	136	45	1795.24	4071.45	147.14	0.21	4069.88	47.26	1.36	2183	980	1102
cp-sh	synthetic	100	10000	0.32	0	9	423.3790	0:07:03	532.23	567.25	522.73	523.78	0.00	0.00	95.54	404.87	ok	100	10000	10001	0.00	SH	9	0	1	0	Zero	1111	153	153	20086364	20402381	9155934	109795	495502	121	49	2039.89	4233.57	123.56	0.18	4232.02	0.00	1.37	2297	958	1075
cp-csh	synthetic	100	10000	0.32	0	9	459.3498	0:07:39	556.45	567.65	549.15	550.14	0.00	0.00	94.59	434.93	ok	100	10000	10001	0.00	CSH	9	0	1	0	Zero	1111	158	158	19669653	19985388	8966710	110568	549262	121	36	1998.20	4593.33	136.73	0.22	4591.70	52.22	1.40	2297	995	1102
cp-sh	synthetic	100	10000	0.34	0	9	462.7665	0:07:42	528.05	567.27	520.73	521.72	0.00	0.00	93.88	434.89	ok	100	10000	9998	0.00	SH	9	0	1	0	Zero	1111	139	139	21976897	22323633	10016221	120999	453069	109	42	2232.36	4627.42	135.55	0.19	4625.83	0.00	1.39	2404	972	1077
cp-csh	synthetic	100	10000	0.34	0	9	497.1741	0:08:17	467.07	567.15	457.71	458.70	0.00	0.00	99.47	494.95	ok	100	10000	9998	0.00	CSH	9	0	1	0	Zero	1111	143	143	21572600	21919654	9832579	122134	494777	108	30	2191.97	4971.54	148.65	0.21	4969.94	56.40	1.39	2404	1009	1102
cp-sh	synthetic	100	10000	0.01	1	9	0.4345	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	9998	0.00	SH	9	1	1	0	Zero	1111	1110	1110	10550	10818	9239	0	0	1119	978	1.08	3.98	0.14	3.19	0.44	0.00	0.35	91	78	1076
cp-csh	synthetic	100	10000	0.01	1	9	0.6721	0:00:00	13.28	24.38	6.00	7.04	0.00	0.00	0.00	0.49	ok	100	10000	9998	0.00	CSH	9	1	1	0	Zero	1111	7968	7968	10488	10741	9192	0	174	1115	0	1.07	6.30	0.52	4.51	1.46	1.08	0.33	91	85	1179
cp-sh	synthetic	100	10000	0.02	1	9	0.4236	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	SH	9	1	1	0	Zero	1111	1109	1109	11159	11705	9626	2	1	1124	893	1.17	3.87	0.17	3.13	0.52	0.00	0.23	181	150	1081
cp-csh	synthetic	100	10000	0.02	1	9	0.6766	0:00:00	13.18	24.45	5.95	6.94	0.00	0.00	0.00	0.49	ok	100	10000	10000	0.00	CSH	9	1	1	0	Zero	1111	7701	7701	11023	11536	9525	1	452	1115	0	1.15	6.36	0.54	4.48	1.65	1.13	0.22	181	168	1242
cp-sh	synthetic	100	10000	0.04	1	9	0.4449	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	SH	9	1	1	0	Zero	1111	1105	1105	12687	13836	10587	9	13	1113	747	1.38	4.10	0.13	3.04	0.66	0.00	0.40	356	282	1093
cp-csh	synthetic	100	10000	0.04	1	9	0.7299	0:00:00	13.21	24.53	6.04	7.05	0.00	0.00	0.00	0.48	ok	100	10000	10000	0.00	CSH	9	1	1	0	Zero	1111	7196	7196	12238	13291	10274	8	1086	1098	0	1.33	6.90	0.76	4.44	2.13	1.39	0.33	356	328	1353
cp-sh	synthetic	100	10000	0.06	1	9	0.4547	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	10000	10000	0.00	SH	9	1	1	0	Zero	1111	1100	1100	15144	17020	12118	22	83	1092	627	1.70	4.20	0.15	3.01	0.92	0.00	0.27	525	394	1105
cp-csh	synthetic	100	10000	0.06	1	9	0.7628	0:00:00	13.34	24.40	5.94	6.99	0.00	0.00	0.00	0.49	ok	100	10000	10000	0.00	CSH	9	1	1	0	Zero	1111	6750	6750	13693	15317	11156	20	2086	1067	0	1.53	7.24	0.52	4.29	2.69	1.61	0.26	525	479	1449
cp-sh	synthetic	100	10000	0.08	1	9	0.5171	0:00:00	13.20	24.54	6.05	7.07	0.00	0.00	0.00	0.49	ok	100	10000	9998	0.00	SH	9	1	1	0	Zero	1111	1094	1094	19257	22035	14642	44	374	1065	525	2.20	4.83	0.73	3.07	1.31	0.00	0.45	688	495	1117
cp-csh	synthetic	100	10000	0.08	1	9	0.8133	0:00:00	12.85	24.20	5.73	6.71	0.00	0.00	0.00	0.49	ok	100	10000	9998	0.00	CSH	9	1	1	0	Zero	1111	6344	6344	15430	17655	12208	39	3494	1026	0	1.77	7.75	0.59	4.14	3.30	1.87	0.30	688	621	1532
cp-sh	synthetic	100	10000	0.1	1	9	0.5926	0:00:00	12.88	24.16	5.71	6.71	0.00	0.00	0.00	0.49	ok	100	10000	10006	0.00	SH	9	1	1	0	Zero	1111	1087	1087	28763	32960	20241	93	1978	1053	440	3.29	5.58	0.64	2.97	2.20	0.00	0.42	849	581	1130
cp-csh	synthetic	100	10000	0.1	1	9	0.8919	0:00:00	12.93	24.21	5.71	6.74	0.00	0.00	0.00	0.49	ok	100	10000	10006	0.00	CSH	9	1	1	0	Zero	1111	5994	5994	17632	20512	13528	67	5499	979	0	2.05	8.54	0.55	4.05	3.95	2.06	0.54	849	752	1603
cp-sh	synthetic	100	10000	0.12	1	9	0.8971	0:00:00	13.72	25.02	6.53	7.54	0.00	0.00	0.00	0.49	ok	100	10000	9998	0.00	SH	9	1	1	0	Zero	1111	1079	1079	55282	62081	34904	240	12580	1094	371	6.21	8.61	1.59	2.83	5.30	0.00	0.48	1003	656	1148
cp-csh	synthetic	100	10000	0.12	1	9	0.9600	0:00:00	12.83	24.20	5.69	6.69	0.00	0.00	0.00	0.49	ok	100	10000	9998	0.00	CSH	9	1	1	0	Zero	1111	5657	5657	20291	23863	15103	110	8035	930	0	2.39	9.22	0.55	4.06	4.84	2.29	0.32	1003	874	1668
cp-sh	synthetic	100	10000	0.14	1	9	2.9596	0:00:02	21.62	32.97	14.47	15.43	0.00	0.00	69.61	2.54	ok	100	10000	10001	0.00	SH	9	1	1	0	Zero	1111	1071	1071	182410	195727	98963	1030	103186	1285	316	19.57	29.19	9.74	2.98	25.60	0.00	0.61	1150	723	1186
cp-csh	synthetic	100	10000	0.14	1	9	1.0397	0:00:01	12.76	24.20	5.79	6.73	0.00	0.00	49.08	1.00	ok	100	10000	10001	0.00	CSH	9	1	1	0	Zero	1111	5369	5369	23804	28143	17174	161	11810	882	0	2.81	10.02	0.57	3.88	5.79	2.54	0.36	1150	985	1724
cp-sh	synthetic	100	10000	0.16	1	9	21.4722	0:00:21	53.60	64.87	46.35	47.36	0.00	0.00	68.97	15.30	ok	100	10000	10001	0.00	SH	9	1	1	0	Zero	1111	1064	1064	1180361	1214185	561549	7780	611000	1558	264	121.40	214.35	66.33	2.87	210.60	0.00	0.88	1293	781	1237
cp-csh	synthetic	100	10000	0.16	1	9	1.1655	0:00:01	13.20	24.46	5.93	6.92	0.00	0.00	43.75	1.00	ok	100	10000	10001	0.00	CSH	9	1	1	0	Zero	1111	5115	5115	28591	33811	19932	238	17077	838	0	3.38	11.30	0.62	3.77	7.01	2.74	0.52	1293	1089	1778
cp-sh	synthetic	100	10000	0.18	1	9	62.2264	0:01:02	96.00	107.10	88.61	89.60	0.00	0.00	72.08	45.34	ok	100	10000	10003	0.00	SH	9	1	1	0	Zero	1111	1054	1054	3168580	3232582	1466487	21545	916856	1487	222	323.16	621.90	111.80	2.86	617.95	0.00	1.09	1434	835	1250
cp-csh	synthetic	100	10000	0.18	1	9	1.3428	0:00:01	12.85	24.20	5.70	6.69	0.00	0.00	37.98	1.00	ok	100	10000	10003	0.00	CSH	9	1	1	0	Zero	1111	4870	4870	35234	41483	23702	345	25255	798	0	4.15	13.07	0.64	3.62	9.05	3.13	0.40	1434	1187	1830
cp-sh	synthetic	100	10000	0.2	1	9	107.7425	0:01:47	170.77	190.29	163.58	164.53	0.00	0.00	97.21	105.21	ok	100	10000	10001	0.00	SH	9	1	1	0	Zero	1111	1047	1047	5295267	5391295	2434764	36843	1016687	1401	186	539.07	1077.08	98.25	2.78	1073.10	0.00	1.20	1570	881	1254
cp-csh	synthetic	100	10000	0.2	1	9	1.6433	0:00:01	12.96	24.20	5.82	6.78	0.00	0.00	62.10	1.51	ok	100	10000	10001	0.00	CSH	9	1	1	0	Zero	1111	4652	4652	44445	51895	28801	489	38426	764	0	5.19	16.07	0.88	3.64	11.96	3.72	0.47	1570	1275	1878
cp-sh	synthetic	100	10000	0.22	1	9	156.4264	0:02:36	269.31	316.48	261.99	262.98	0.00	0.00	86.12	135.18	ok	100	10000	10008	0.00	SH	9	1	1	0	Zero	1111	1039	1039	7399576	7528135	3391256	53252	1073338	1325	159	752.17	1563.85	129.50	2.79	1559.80	0.00	1.26	1700	922	1263
cp-csh	synthetic	100	10000	0.22	1	9	2.1190	0:00:02	13.64	25.04	6.51	7.48	0.00	0.00	72.21	2.02	ok	100	10000	10008	0.00	CSH	9	1	1	0	Zero	1111	4462	4462	60856	69952	37635	764	61384	742	0	6.99	20.85	1.89	3.57	16.69	4.45	0.58	1700	1354	1927
cp-sh	synthetic	100	10000	0.24	1	9	196.0976	0:03:16	221.63	315.83	214.21	215.24	0.00	0.00	99.24	195.09	ok	100	10000	10006	0.00	SH	9	1	1	0	Zero	1111	1034	1034	9431961	9591802	4315504	68532	1080777	1254	134	958.60	1960.62	111.95	2.67	1956.67	0.00	1.29	1825	953	1264
cp-csh	synthetic	100	10000	0.24	1	9	3.0076	0:00:03	13.82	25.05	6.60	7.58	0.00	0.00	67.83	2.53	ok	100	10000	10006	0.00	CSH	9	1	1	0	Zero	1111	4305	4305	87251	98484	51364	1220	105228	739	0	9.84	29.63	3.41	3.52	25.54	5.72	0.57	1825	1425	1976
cp-sh	synthetic	100	10000	0.26	1	9	242.3829	0:04:02	221.39	232.47	214.05	215.02	0.00	0.00	92.63	224.97	ok	100	10000	10001	0.00	SH	9	1	1	0	Zero	1111	1026	1026	11461719	11655043	5237490	85957	1083624	1180	112	1165.36	2423.50	118.80	2.64	2419.53	0.00	1.33	1951	989	1273
cp-csh	synthetic	100	10000	0.26	1	9	4.9889	0:00:04	16.07	27.45	8.98	9.95	0.00	0.00	82.19	4.59	ok	100	10000	10001	0.00	CSH	9	1	1	0	Zero	1111	4117	4117	139845	154186	77670	2174	196031	743	0	15.42	49.33	6.28	3.73	44.93	7.96	0.67	1951	1500	2035
cp-sh	synthetic	100	10000	0.28	1	9	275.7306	0:04:35	372.74	568.50	365.35	366.35	0.00	0.00	92.35	255.09	ok	100	10000	9992	0.00	SH	9	1	1	0	Zero	1111	1018	1018	13474596	13700759	6152126	102921	1067276	1125	95	1370.08	2756.98	255.23	2.58	2753.05	0.00	1.35	2076	1018	1282
cp-csh	synthetic	100	10000	0.28	1	9	12.7028	0:00:12	52.91	64.33	45.80	46.76	0.00	0.00	92.42	12.23	ok	100	10000	9992	0.00	CSH	9	1	1	0	Zero	1111	3982	3982	348717	370422	176699	6094	486298	792	0	37.04	126.71	45.69	3.41	122.47	14.12	0.83	2076	1561	2097
cp-sh	synthetic	100	10000	0.3	1	9	328.1369	0:05:28	500.80	568.05	493.48	494.47	0.00	0.00	95.83	314.94	ok	100	10000	10005	0.00	SH	9	1	1	0	Zero	1111	1013	1013	15272485	15529154	6974103	118134	1041515	1076	80	1552.00	3281.04	148.74	2.59	3277.12	0.00	1.33	2183	1040	1284
