alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
cp-csh	synthetic	1000	10000	0.01	0	10	1.7460	0:00:01	10.29	21.46	3.12	3.79	0.00	0.00	37.52	1.37	ok	1000	10000	10000	0.00	GapSeed	10	0	1	0	Zero	1000	929	929	10536	10792	9348	0	0	915	886	1.08	1.70	0.17	0.52	0.76	0.21	0.42	91	82	993
cp-sh	synthetic	1000	10000	0.02	0	10	1.3459	0:00:01	10.69	21.64	3.31	4.03	0.00	0.00	37.87	1.02	ok	1000	10000	10000	0.00	SH	10	0	1	0	Zero	991	839	839	11277	11829	9843	2	584	830	0	1.18	1.32	0.13	0.42	0.57	0.00	0.33	180	153	983
cp-csh	synthetic	1000	10000	0.02	0	10	1.7333	0:00:01	10.63	21.57	3.18	3.86	0.00	0.00	59.47	1.54	ok	1000	10000	10000	0.00	GapSeed	10	0	1	0	Zero	1000	855	855	11160	11688	9751	2	0	838	793	1.17	1.70	0.15	0.48	0.89	0.22	0.33	180	157	991
cp-sh	synthetic	1000	10000	0.04	0	10	1.9724	0:00:01	10.24	21.64	3.25	3.94	0.00	0.00	51.74	1.53	ok	1000	10000	9999	0.00	SH	10	0	1	0	Zero	993	711	711	13110	14296	11041	9	2106	696	0	1.43	1.94	0.17	0.42	0.93	0.00	0.59	355	281	978
cp-csh	synthetic	1000	10000	0.04	0	10	2.1197	0:00:02	10.60	21.71	3.23	3.90	0.00	0.00	73.14	2.06	ok	1000	10000	9999	0.00	GapSeed	10	0	1	0	Zero	1000	725	725	12828	13962	10827	9	14	704	636	1.40	2.07	0.20	0.45	1.08	0.18	0.54	355	288	987
cp-sh	synthetic	1000	10000	0.06	0	10	2.5220	0:00:02	10.48	21.71	3.28	3.97	0.00	0.00	62.25	2.09	ok	1000	10000	9999	0.00	SH	10	0	1	0	Zero	994	605	605	16305	18295	13096	22	5362	585	0	1.83	2.49	0.24	0.43	1.64	0.00	0.43	525	389	975
cp-csh	synthetic	1000	10000	0.06	0	10	2.4374	0:00:02	10.73	21.89	3.54	4.25	0.00	0.00	62.78	2.05	ok	1000	10000	9999	0.00	GapSeed	10	0	1	0	Zero	1000	616	616	15758	17661	12701	23	109	592	511	1.77	2.40	0.26	0.43	1.55	0.17	0.42	525	398	984
cp-sh	synthetic	1000	10000	0.08	0	10	4.2622	0:00:04	10.77	22.05	3.62	4.31	0.00	0.00	84.67	4.11	ok	1000	10000	9999	0.00	SH	10	0	1	0	Zero	995	514	514	23776	26998	17710	51	13821	492	0	2.70	4.23	0.58	0.46	3.31	0.00	0.46	689	480	973
cp-csh	synthetic	1000	10000	0.08	0	10	3.7060	0:00:03	11.03	22.04	3.63	4.32	0.00	0.00	83.38	3.60	ok	1000	10000	9999	0.00	GapSeed	10	0	1	0	Zero	1000	524	524	22551	25627	16915	51	744	499	411	2.56	3.63	0.49	0.40	2.77	0.17	0.46	689	490	983
cp-sh	synthetic	1000	10000	0.1	0	10	10.0266	0:00:10	12.84	23.93	5.50	6.18	0.00	0.00	92.55	9.78	ok	788	10000	9999	0.00	SH	10	0	1	0	Zero	995	439	439	55920	62040	35837	178	49497	416	0	6.20	12.67	4.52	0.53	11.47	0.00	0.68	847	556	973
cp-csh	synthetic	1000	10000	0.1	0	10	8.5154	0:00:08	12.98	24.03	5.62	6.31	0.00	0.00	90.56	8.22	ok	1000	10000	10000	0.00	GapSeed	10	0	1	0	Zero	1000	447	447	48699	54363	31900	159	6912	423	332	5.44	8.47	2.86	0.40	7.43	0.27	0.64	847	566	985
cp-sh	synthetic	1000	10000	0.12	0	10	10.0717	0:00:10	52.23	63.32	44.92	45.61	0.00	0.00	92.18	9.79	ok	57	10000	9996	0.00	SH	10	0	1	0	Zero	996	376	376	583677	605305	292504	2470	399700	352	0	60.53	176.31	77.40	0.53	174.53	0.00	1.24	1000	620	973
cp-csh	synthetic	1000	10000	0.12	0	10	10.0420	0:00:10	31.36	42.71	24.29	24.99	0.00	0.00	92.79	9.84	ok	95	10000	9998	0.00	GapSeed	10	0	1	0	Zero	1000	383	383	383917	401618	198120	1620	129618	368	269	40.16	105.48	57.16	0.39	103.90	1.49	1.19	1000	629	992
cp-sh	synthetic	1000	10000	0.14	0	10	10.2672	0:00:10	94.04	105.09	86.72	87.41	0.00	0.00	91.17	9.89	ok	11	10000	9986	0.00	SH	10	0	1	0	Zero	997	319	319	2826906	2879352	1327125	12301	853532	295	0	287.94	931.43	71.82	0.55	929.16	0.00	1.72	1143	677	973
cp-csh	synthetic	1000	10000	0.14	0	10	10.5399	0:00:10	94.39	105.77	87.35	88.14	0.00	0.00	92.42	10.24	ok	12	10000	9989	0.00	GapSeed	10	0	1	0	Zero	1000	327	327	2509968	2558970	1181259	11334	424240	315	215	255.90	876.32	84.69	1.11	873.39	8.97	1.82	1144	686	995
cp-sh	synthetic	1000	10000	0.01	0	11	1.2339	0:00:01	10.63	21.64	3.25	3.97	0.00	0.00	41.00	1.01	ok	1000	10000	10000	0.00	SH	11	0	1	0	Zero	907	826	826	10632	10899	9519	0	222	822	0	1.09	1.20	0.13	0.42	0.40	0.00	0.38	91	81	903
cp-csh	synthetic	1000	10000	0.01	0	11	1.5724	0:00:01	10.38	21.56	3.11	3.82	0.00	0.00	66.15	1.54	ok	1000	10000	10000	0.00	GapSeed	11	0	1	0	Zero	909	830	830	10579	10836	9477	0	0	824	804	1.08	1.53	0.13	0.44	0.71	0.20	0.38	91	82	905
cp-sh	synthetic	1000	10000	0.02	0	11	1.3763	0:00:01	10.17	21.64	3.24	3.77	0.00	0.00	37.17	0.99	ok	1000	10000	10000	0.00	SH	11	0	1	0	Zero	907	753	753	11371	11925	10018	2	591	746	0	1.19	1.33	0.59	0.43	0.56	0.00	0.34	180	154	900
cp-csh	synthetic	1000	10000	0.02	0	11	1.7647	0:00:01	10.24	21.57	3.22	3.83	0.00	0.00	55.55	1.45	ok	1000	10000	10000	0.00	GapSeed	11	0	1	0	Zero	909	757	757	11258	11790	9929	2	1	748	714	1.18	1.70	1.02	0.46	0.84	0.18	0.40	180	157	902
cp-sh	synthetic	1000	10000	0.04	0	11	1.9932	0:00:01	10.34	21.64	3.26	3.93	0.00	0.00	51.19	1.54	ok	1000	10000	9999	0.00	SH	11	0	1	0	Zero	907	626	626	13435	14643	11402	9	2235	615	0	1.46	1.96	0.20	0.43	0.94	0.00	0.59	355	281	896
cp-csh	synthetic	1000	10000	0.04	0	11	2.0451	0:00:02	10.56	21.68	3.30	3.98	0.00	0.00	50.35	1.54	ok	1000	10000	9999	0.00	GapSeed	11	0	1	0	Zero	909	629	629	13159	14320	11188	9	18	616	563	1.43	2.00	0.23	0.40	1.05	0.15	0.54	355	285	898
cp-sh	synthetic	1000	10000	0.06	0	11	2.6911	0:00:02	10.82	21.87	3.43	4.14	0.00	0.00	79.13	2.65	ok	1000	10000	9999	0.00	SH	11	0	1	0	Zero	907	522	522	17425	19515	14017	24	6183	508	0	1.95	2.66	0.33	0.43	1.77	0.00	0.46	525	385	893
cp-csh	synthetic	1000	10000	0.06	0	11	2.4618	0:00:02	10.47	21.76	3.40	4.07	0.00	0.00	65.25	2.15	ok	1000	10000	9999	0.00	GapSeed	11	0	1	0	Zero	909	524	524	16925	18940	13647	25	147	509	445	1.89	2.42	0.27	0.38	1.59	0.15	0.45	525	390	896
cp-sh	synthetic	1000	10000	0.08	0	11	5.2994	0:00:05	11.64	22.73	4.29	4.96	0.00	0.00	87.87	5.19	ok	1000	10000	9999	0.00	SH	11	0	1	0	Zero	907	435	435	29196	32859	21286	65	18964	419	0	3.29	5.26	1.04	0.45	4.27	0.00	0.55	689	472	892
cp-csh	synthetic	1000	10000	0.08	0	11	4.1433	0:00:04	11.55	22.75	4.30	4.98	0.00	0.00	75.96	3.67	ok	1000	10000	9999	0.00	GapSeed	11	0	1	0	Zero	909	437	437	28046	31592	20547	66	1355	422	352	3.16	4.10	0.80	0.35	3.22	0.17	0.52	689	477	896
cp-sh	synthetic	1000	10000	0.1	0	11	10.0193	0:00:10	20.72	31.81	13.38	14.07	0.00	0.00	92.58	9.79	ok	310	10000	10001	0.00	SH	11	0	1	0	Zero	908	363	363	132658	142295	76962	455	116373	347	0	14.23	32.23	16.41	0.53	30.88	0.00	0.82	848	544	892
cp-csh	synthetic	1000	10000	0.1	0	11	10.0348	0:00:10	20.65	31.86	13.45	14.12	0.00	0.00	93.53	9.90	ok	428	10000	10000	0.00	GapSeed	11	0	1	0	Zero	909	365	365	112085	120958	66435	386	26121	353	279	12.09	23.36	11.98	0.38	22.13	0.42	0.86	848	549	899
cp-sh	synthetic	1000	10000	0.12	0	11	10.4598	0:00:10	94.17	105.60	86.86	87.56	0.00	0.00	94.22	10.36	ok	18	10000	10002	0.00	SH	11	0	1	0	Zero	908	306	306	1729619	1765826	830777	6877	686778	291	0	176.54	579.52	118.37	0.58	577.34	0.00	1.60	999	601	892
cp-csh	synthetic	1000	10000	0.12	0	11	10.5067	0:00:10	52.19	63.50	45.07	45.74	0.00	0.00	94.09	10.41	ok	21	10000	10001	0.00	GapSeed	11	0	1	0	Zero	909	308	308	1512628	1546424	730239	6126	309952	305	222	154.62	499.35	105.88	0.35	497.36	4.86	1.64	1000	605	907
cp-sh	synthetic	1000	10000	0.14	0	11	10.1598	0:00:10	162.93	189.71	160.06	160.75	0.00	0.00	92.10	9.91	ok	7	10000	9988	0.00	SH	11	0	1	0	Zero	908	256	256	4052546	4115886	1906584	16445	873701	242	0	411.59	1448.13	81.72	0.59	1445.65	0.00	1.88	1138	652	894
cp-csh	synthetic	1000	10000	0.14	0	11	10.9875	0:00:10	136.55	147.68	129.25	130.48	0.00	0.00	93.03	10.74	ok	8	10000	9985	0.00	GapSeed	11	0	1	0	Zero	909	257	257	3860377	3921777	1818684	16317	406893	255	180	392.18	1370.54	145.80	0.34	1368.34	12.18	1.85	1139	656	908
cp-sh	synthetic	1000	10000	0.01	0	12	1.2380	0:00:01	10.47	21.64	3.25	3.83	0.00	0.00	41.19	1.00	ok	1000	10000	10000	0.00	SH	12	0	1	0	Zero	832	751	751	10671	10939	9633	0	222	748	0	1.09	1.20	0.63	0.45	0.38	0.00	0.37	91	81	829
cp-csh	synthetic	1000	10000	0.01	0	12	1.7033	0:00:01	10.12	21.56	3.10	3.73	0.00	0.00	58.71	1.48	ok	1000	10000	10000	0.00	GapSeed	12	0	1	0	Zero	833	752	752	10618	10876	9590	0	0	748	731	1.09	1.66	0.75	0.59	0.70	0.17	0.37	91	82	829
cp-sh	synthetic	1000	10000	0.02	0	12	1.5909	0:00:01	10.54	21.64	3.26	3.96	0.00	0.00	33.23	1.02	ok	1000	10000	10000	0.00	SH	12	0	1	0	Zero	832	679	679	11472	12030	10187	2	608	673	0	1.20	1.54	0.73	0.46	0.58	0.00	0.50	180	153	827
cp-csh	synthetic	1000	10000	0.02	0	12	2.4057	0:00:02	10.42	21.58	3.16	3.81	0.00	0.00	64.83	2.07	ok	1000	10000	10000	0.00	GapSeed	12	0	1	0	Zero	833	679	679	11360	11897	10096	2	1	673	643	1.19	2.35	0.88	0.64	0.96	0.20	0.75	180	156	827
cp-sh	synthetic	1000	10000	0.04	0	12	2.0415	0:00:02	10.36	21.70	3.29	4.00	0.00	0.00	50.43	1.54	ok	1000	10000	9999	0.00	SH	12	0	1	0	Zero	832	554	554	13822	15058	11797	10	2424	544	0	1.51	2.01	0.24	0.41	0.98	0.00	0.61	355	278	823
cp-csh	synthetic	1000	10000	0.04	0	12	2.1346	0:00:02	10.43	21.54	3.18	3.89	0.00	0.00	47.57	1.58	ok	1000	10000	9999	0.00	GapSeed	12	0	1	0	Zero	833	555	555	13541	14734	11575	10	22	545	498	1.47	2.10	0.23	0.50	1.04	0.14	0.56	355	281	824
cp-sh	synthetic	1000	10000	0.06	0	12	2.9572	0:00:02	10.57	21.73	3.37	3.92	0.00	0.00	70.01	2.56	ok	1000	10000	9999	0.00	SH	12	0	1	0	Zero	832	453	453	18967	21189	15211	26	7389	441	0	2.12	2.92	0.63	0.44	1.96	0.00	0.52	525	379	821
cp-csh	synthetic	1000	10000	0.06	0	12	2.7113	0:00:02	10.77	21.62	3.26	3.88	0.00	0.00	78.20	2.64	ok	1000	10000	9999	0.00	GapSeed	12	0	1	0	Zero	833	453	453	18443	20596	14822	27	228	442	387	2.06	2.67	0.71	0.47	1.71	0.15	0.49	525	383	822
cp-sh	synthetic	1000	10000	0.08	0	12	7.6944	0:00:07	11.54	22.75	4.30	4.98	0.00	0.00	88.07	7.30	ok	1000	10000	9999	0.00	SH	12	0	1	0	Zero	832	371	371	40649	45114	28367	94	29472	358	0	4.51	7.65	1.99	0.49	6.55	0.00	0.61	689	462	820
cp-csh	synthetic	1000	10000	0.08	0	12	5.8544	0:00:05	11.30	22.66	4.29	4.95	0.00	0.00	87.83	5.65	ok	1000	10000	9999	0.00	GapSeed	12	0	1	0	Zero	833	371	371	38769	43099	27239	94	3006	360	301	4.31	5.82	1.57	0.44	4.78	0.17	0.60	689	465	822
cp-sh	synthetic	1000	10000	0.1	0	12	10.0202	0:00:10	52.09	63.34	44.90	45.61	0.00	0.00	92.72	9.81	ok	58	10000	9999	0.00	SH	12	0	1	0	Zero	832	305	305	592453	612622	304303	2079	357433	292	0	61.26	172.42	78.28	0.54	170.59	0.00	1.29	848	527	820
cp-csh	synthetic	1000	10000	0.1	0	12	10.0623	0:00:10	52.37	63.61	45.16	45.86	0.00	0.00	92.23	9.80	ok	77	10000	9998	0.00	GapSeed	12	0	1	0	Zero	833	305	305	487857	506341	254325	1725	122647	302	236	50.63	130.45	65.56	0.44	128.84	1.39	1.18	847	530	830
cp-sh	synthetic	1000	10000	0.12	0	12	10.4674	0:00:10	94.05	105.54	87.09	87.76	0.00	0.00	94.00	10.34	ok	11	10000	9995	0.00	SH	12	0	1	0	Zero	833	246	246	2775764	2821659	1326267	10354	742770	234	0	282.17	949.48	107.33	0.55	947.16	0.00	1.77	1001	586	820
cp-csh	synthetic	1000	10000	0.12	0	12	10.3578	0:00:10	94.30	105.32	86.89	87.60	0.00	0.00	89.87	9.82	ok	11	10000	9995	0.00	GapSeed	12	0	1	0	Zero	833	246	246	2607269	2651527	1247704	9990	335183	246	178	265.15	939.50	115.04	0.43	937.35	7.60	1.72	1001	588	832
cp-sh	synthetic	1000	10000	0.14	0	12	11.4415	0:00:11	136.21	147.20	128.79	129.47	0.00	0.00	89.14	10.72	ok	6	10000	9989	0.00	SH	12	0	1	0	Zero	833	207	207	5186697	5257959	2448694	19440	803725	195	0	525.80	1903.49	105.59	0.58	1900.90	0.00	2.01	1139	625	821
cp-csh	synthetic	1000	10000	0.14	0	12	11.4679	0:00:11	136.50	189.13	129.14	129.83	0.00	0.00	94.87	11.38	ok	6	10000	9989	0.00	GapSeed	12	0	1	0	Zero	833	207	207	5041613	5111817	2380949	19814	365460	206	146	511.18	1906.56	119.66	0.41	1904.09	16.52	2.06	1139	627	832
cp-sh	synthetic	1000	10000	0.01	0	13	1.1830	0:00:01	10.29	21.64	3.25	3.77	0.00	0.00	41.10	1.02	ok	1000	10000	10000	0.00	SH	13	0	1	0	Zero	768	687	687	10713	10982	9737	0	222	684	0	1.10	1.14	0.49	0.41	0.38	0.00	0.35	91	81	766
cp-csh	synthetic	1000	10000	0.01	0	13	1.4978	0:00:01	10.20	21.55	3.04	3.56	0.00	0.00	34.04	1.01	ok	1000	10000	10000	0.00	GapSeed	13	0	1	0	Zero	769	688	688	10660	10919	9693	0	0	684	669	1.09	1.45	0.33	0.47	0.65	0.15	0.34	91	82	766
cp-sh	synthetic	1000	10000	0.02	0	13	1.6526	0:00:01	10.49	21.69	3.29	3.97	0.00	0.00	62.33	1.54	ok	1000	10000	10000	0.00	SH	13	0	1	0	Zero	768	615	615	11573	12135	10344	2	628	610	0	1.21	1.62	0.26	0.41	0.53	0.00	0.68	180	153	763
cp-csh	synthetic	1000	10000	0.02	0	13	1.9319	0:00:01	10.26	21.55	3.16	3.84	0.00	0.00	53.85	1.55	ok	1000	10000	10000	0.00	GapSeed	13	0	1	0	Zero	769	616	616	11458	12000	10250	2	1	610	584	1.20	1.90	0.21	0.45	0.72	0.14	0.72	180	155	764
cp-sh	synthetic	1000	10000	0.04	0	13	2.0543	0:00:02	10.79	21.65	3.25	3.99	0.00	0.00	49.66	1.55	ok	1000	10000	9999	0.00	SH	13	0	1	0	Zero	768	493	493	14254	15524	12213	10	2649	485	0	1.55	2.02	0.21	0.41	0.99	0.00	0.62	355	275	760
cp-csh	synthetic	1000	10000	0.04	0	13	2.0643	0:00:02	10.40	21.59	3.21	3.89	0.00	0.00	49.94	1.54	ok	1000	10000	9999	0.00	GapSeed	13	0	1	0	Zero	769	493	493	13954	15181	11974	10	28	485	444	1.52	2.03	0.24	0.42	1.03	0.12	0.58	355	278	761
cp-sh	synthetic	1000	10000	0.06	0	13	3.4442	0:00:03	10.54	21.62	3.25	3.78	0.00	0.00	72.89	3.02	ok	1000	10000	9999	0.00	SH	13	0	1	0	Zero	768	396	396	21140	23545	16811	29	9111	385	0	2.35	3.39	1.01	0.45	2.35	0.00	0.60	525	373	759
cp-csh	synthetic	1000	10000	0.06	0	13	3.0331	0:00:03	10.43	21.60	3.24	3.78	0.00	0.00	66.95	2.50	ok	1000	10000	9999	0.00	GapSeed	13	0	1	0	Zero	769	396	396	20547	22883	16376	30	341	386	339	2.29	2.98	1.00	0.41	1.95	0.13	0.62	525	376	760
cp-sh	synthetic	1000	10000	0.08	0	13	10.0228	0:00:10	15.41	26.58	8.14	8.82	0.00	0.00	93.10	9.86	ok	727	10000	9999	0.00	SH	13	0	1	0	Zero	768	318	318	70065	76156	45476	173	54246	307	0	7.62	13.73	5.61	0.46	12.65	0.00	0.62	689	450	758
cp-csh	synthetic	1000	10000	0.08	0	13	10.0209	0:00:10	12.84	23.96	5.53	6.20	0.00	0.00	92.74	9.82	ok	975	10000	9999	0.00	GapSeed	13	0	1	0	Zero	769	318	318	64876	70716	42595	167	8148	310	259	7.07	10.23	4.55	0.38	9.22	0.20	0.63	689	453	761
cp-sh	synthetic	1000	10000	0.1	0	13	10.1935	0:00:10	52.28	63.29	44.92	45.61	0.00	0.00	91.53	9.85	ok	22	10000	9994	0.00	SH	13	0	1	0	Zero	768	257	257	1444904	1474799	711305	4869	560464	248	0	147.48	462.45	88.78	0.56	460.32	0.00	1.57	849	511	760
cp-csh	synthetic	1000	10000	0.1	0	13	10.2596	0:00:10	52.62	63.92	45.48	46.13	0.00	0.00	90.66	9.81	ok	24	10000	9996	0.00	GapSeed	13	0	1	0	Zero	769	258	258	1329324	1358061	657209	4654	213628	256	200	135.81	426.62	81.10	0.37	424.79	3.54	1.46	849	512	768
cp-sh	synthetic	1000	10000	0.12	0	13	10.7891	0:00:10	136.15	147.09	128.63	129.32	0.00	0.00	91.95	10.43	ok	8	10000	9991	0.00	SH	13	0	1	0	Zero	769	206	206	3683625	3735806	1761562	12613	739887	194	0	373.58	1344.60	133.81	0.57	1342.16	0.00	1.87	998	562	757
cp-csh	synthetic	1000	10000	0.12	0	13	10.7621	0:00:10	136.35	147.55	129.16	129.84	0.00	0.00	91.40	10.36	ok	8	10000	9991	0.00	GapSeed	13	0	1	0	Zero	769	206	206	3491396	3542012	1671210	12422	325364	206	152	354.20	1342.27	141.04	0.37	1339.81	10.31	2.09	998	564	769
cp-sh	synthetic	1000	10000	0.14	0	13	10.4458	0:00:10	136.29	147.52	129.11	129.79	0.00	0.00	90.00	9.91	ok	5	10000	9984	0.00	SH	13	0	1	0	Zero	769	161	161	6086307	6162005	2884815	21508	712666	150	0	616.20	2084.54	84.94	0.56	2082.05	0.00	1.93	1140	608	758
cp-csh	synthetic	1000	10000	0.14	0	13	11.4793	0:00:11	136.37	189.18	128.86	129.59	0.00	0.00	90.18	10.88	ok	5	10000	9984	0.00	GapSeed	13	0	1	0	Zero	769	161	161	5937567	6012370	2815128	22145	297008	161	116	601.24	2291.18	98.52	0.37	2288.83	16.24	1.98	1140	609	769
cp-sh	synthetic	1000	10000	0.01	0	14	1.1289	0:00:01	10.47	21.64	3.25	3.93	0.00	0.00	47.08	1.05	ok	1000	10000	10000	0.00	SH	14	0	1	0	Zero	713	633	633	10756	11025	9833	0	224	630	0	1.10	1.10	0.08	0.41	0.36	0.00	0.33	91	81	711
cp-csh	synthetic	1000	10000	0.01	0	14	1.4116	0:00:01	10.22	21.55	3.05	3.74	0.00	0.00	37.04	1.04	ok	1000	10000	10000	0.00	GapSeed	14	0	1	0	Zero	714	633	633	10703	10964	9789	0	0	630	616	1.10	1.37	0.13	0.44	0.61	0.14	0.33	91	82	711
cp-sh	synthetic	1000	10000	0.02	0	14	1.6849	0:00:01	10.41	21.64	3.23	3.93	0.00	0.00	61.13	1.54	ok	1000	10000	10000	0.00	SH	14	0	1	0	Zero	713	561	561	11685	12251	10500	2	654	556	0	1.23	1.65	0.23	0.42	0.52	0.00	0.71	180	152	709
cp-csh	synthetic	1000	10000	0.02	0	14	1.8607	0:00:01	10.47	21.56	3.14	3.93	0.00	0.00	55.38	1.55	ok	1000	10000	10000	0.00	GapSeed	14	0	1	0	Zero	714	561	561	11567	12115	10403	2	1	556	532	1.21	1.83	0.22	0.43	0.71	0.13	0.69	180	154	709
cp-sh	synthetic	1000	10000	0.04	0	14	2.1329	0:00:02	10.18	21.65	3.23	3.91	0.00	0.00	72.15	2.06	ok	1000	10000	9999	0.00	SH	14	0	1	0	Zero	713	441	441	14754	16061	12672	10	2909	433	0	1.61	2.10	0.25	0.42	1.04	0.00	0.65	355	272	706
cp-csh	synthetic	1000	10000	0.04	0	14	2.0944	0:00:02	10.57	21.60	3.24	3.92	0.00	0.00	49.18	1.58	ok	1000	10000	9999	0.00	GapSeed	14	0	1	0	Zero	714	441	441	14445	15710	12424	11	34	434	397	1.57	2.06	0.25	0.38	1.06	0.13	0.61	355	275	707
cp-sh	synthetic	1000	10000	0.06	0	14	3.8077	0:00:03	10.61	21.82	3.45	4.11	0.00	0.00	81.54	3.63	ok	1000	10000	9999	0.00	SH	14	0	1	0	Zero	713	348	348	24357	27013	19088	35	11670	339	0	2.70	3.78	0.55	0.42	2.80	0.00	0.55	525	366	705
cp-csh	synthetic	1000	10000	0.06	0	14	3.2846	0:00:03	10.94	21.92	3.49	4.20	0.00	0.00	78.24	3.08	ok	1000	10000	9999	0.00	GapSeed	14	0	1	0	Zero	714	348	348	23697	26287	18615	36	586	340	298	2.63	3.23	0.48	0.36	2.32	0.12	0.56	525	368	706
cp-sh	synthetic	1000	10000	0.08	0	14	10.1418	0:00:10	20.46	31.75	13.43	14.10	0.00	0.00	91.31	9.77	ok	246	10000	9999	0.00	SH	14	0	1	0	Zero	713	275	275	181864	192066	105911	493	130167	266	0	19.21	41.06	23.14	0.52	39.72	0.00	0.82	690	439	705
cp-csh	synthetic	1000	10000	0.08	0	14	10.0229	0:00:10	20.75	31.86	13.59	14.29	0.00	0.00	93.15	9.87	ok	334	10000	10000	0.00	GapSeed	14	0	1	0	Zero	714	275	275	158457	167991	93811	439	29080	269	224	16.80	29.91	17.30	0.35	28.74	0.39	0.81	690	441	708
cp-sh	synthetic	1000	10000	0.1	0	14	10.7239	0:00:10	93.99	105.31	86.87	87.56	0.00	0.00	91.80	10.37	ok	14	10000	9995	0.00	SH	14	0	1	0	Zero	714	215	215	2355552	2393056	1146388	7429	617157	205	0	239.31	764.64	73.17	0.55	762.36	0.00	1.73	849	499	704
cp-csh	synthetic	1000	10000	0.1	0	14	10.1536	0:00:10	94.21	105.55	87.11	87.83	0.00	0.00	91.59	9.81	ok	13	10000	9997	0.00	GapSeed	14	0	1	0	Zero	714	216	216	2212864	2249240	1078847	7359	230547	215	168	224.92	779.60	109.25	0.34	777.49	6.09	1.77	848	500	713
cp-sh	synthetic	1000	10000	0.12	0	14	11.0855	0:00:11	141.41	189.20	138.37	139.04	0.00	0.00	94.35	10.96	ok	7	10000	9986	0.00	SH	14	0	1	0	Zero	714	167	167	4439952	4496176	2130254	14218	687399	159	0	449.62	1580.34	127.34	0.61	1577.69	0.00	2.04	998	546	705
cp-csh	synthetic	1000	10000	0.12	0	14	11.2646	0:00:11	148.01	189.73	144.30	145.00	0.00	0.00	92.46	10.93	ok	7	10000	9986	0.00	GapSeed	14	0	1	0	Zero	714	167	167	4321049	4376608	2074083	14632	276164	167	123	437.66	1606.58	184.97	0.35	1604.18	10.88	2.05	998	548	714
cp-sh	synthetic	1000	10000	0.14	0	14	12.3011	0:00:12	136.61	147.53	129.08	129.78	0.00	0.00	91.45	11.76	ok	5	10000	9984	0.00	SH	14	0	1	0	Zero	714	137	137	6889089	6966815	3277727	22460	683900	129	0	696.68	2456.11	136.88	0.58	2453.13	0.00	2.39	1140	576	706
cp-csh	synthetic	1000	10000	0.14	0	14	10.4741	0:00:10	220.28	231.43	212.99	213.66	0.23	0.00	94.05	10.35	ok	4	10000	9985	0.00	GapSeed	14	0	1	0	Zero	714	133	133	6798883	6876337	3234383	23330	286592	133	92	687.63	2612.30	150.49	0.36	2609.58	16.61	2.36	1142	582	714
cp-sh	synthetic	1000	10000	0.01	0	15	1.1935	0:00:01	10.45	21.64	3.24	3.92	0.00	0.00	44.83	1.07	ok	1000	10000	10000	0.00	SH	15	0	1	0	Zero	665	585	585	10794	11063	9917	0	225	582	0	1.11	1.15	0.21	0.43	0.38	0.00	0.34	91	81	663
cp-csh	synthetic	1000	10000	0.01	0	15	1.3361	0:00:01	10.48	21.54	3.05	3.74	0.00	0.00	38.32	1.03	ok	1000	10000	10000	0.00	GapSeed	15	0	1	0	Zero	666	585	585	10743	11004	9874	0	0	582	569	1.10	1.30	0.11	0.40	0.59	0.13	0.32	91	82	663
cp-sh	synthetic	1000	10000	0.02	0	15	1.6329	0:00:01	10.40	21.64	3.26	3.94	0.00	0.00	64.87	1.58	ok	1000	10000	10000	0.00	SH	15	0	1	0	Zero	665	514	514	11793	12364	10645	2	680	509	0	1.24	1.60	0.19	0.40	0.51	0.00	0.69	180	152	662
cp-csh	synthetic	1000	10000	0.02	0	15	1.7558	0:00:01	10.62	21.55	3.17	3.85	0.00	0.00	59.38	1.57	ok	1000	10000	10000	0.00	GapSeed	15	0	1	0	Zero	666	514	514	11670	12223	10542	2	1	509	487	1.22	1.72	0.21	0.38	0.68	0.12	0.65	180	153	662
cp-sh	synthetic	1000	10000	0.04	0	15	2.1800	0:00:02	10.43	21.65	3.24	3.95	0.00	0.00	70.65	2.05	ok	1000	10000	9999	0.00	SH	15	0	1	0	Zero	665	397	397	15332	16682	13182	10	3249	390	0	1.67	2.15	0.25	0.41	1.10	0.00	0.64	355	269	659
cp-csh	synthetic	1000	10000	0.04	0	15	2.0818	0:00:02	10.34	21.56	3.23	3.94	0.00	0.00	74.44	2.05	ok	1000	10000	9999	0.00	GapSeed	15	0	1	0	Zero	666	397	397	14996	16306	12913	11	47	390	357	1.63	2.05	0.26	0.34	1.07	0.11	0.63	355	271	659
cp-sh	synthetic	1000	10000	0.06	0	15	4.5476	0:00:04	11.16	22.49	4.00	4.72	0.00	0.00	80.30	4.17	ok	1000	10000	9999	0.00	SH	15	0	1	0	Zero	665	307	307	29379	32398	22509	43	15655	299	0	3.24	4.51	0.93	0.42	3.61	0.00	0.48	525	358	658
