alg	cnt	n	e	k	m	pf	band	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time
pa	10000	1000	0.05	8	0	1.0	1.166	1.9474	0:00:01	26.85	38.11	20.83	21.21	0.00	0.00	52.38	1.50
pa	10000	1000	0.05	8	0	1.0	1.166	1.9420	0:00:01	27.06	38.11	20.84	21.26	0.00	0.00	52.52	1.50
pa	10000	1000	0.05	10	0	0.01	2.012	2.6409	0:00:02	27.07	38.36	21.00	21.39	0.00	0.00	79.91	2.59
pa	10000	1000	0.05	10	0	0.01	2.012	2.7002	0:00:02	27.18	38.36	20.98	21.38	0.00	0.00	75.55	2.52
pa	10000	1000	0.05	10	0	0.01	2.012	2.6516	0:00:02	27.03	38.36	20.99	21.38	0.00	0.00	78.43	2.57
pa	10000	1000	0.05	10	0	0.4	1.234	1.7778	0:00:01	26.79	38.25	20.89	21.29	0.00	0.00	55.73	1.48
pa	10000	1000	0.05	10	0	0.4	1.234	1.7527	0:00:01	26.95	38.25	20.87	21.28	0.00	0.00	58.78	1.51
pa	10000	1000	0.05	10	0	0.4	1.234	1.7472	0:00:01	26.94	38.25	20.87	21.28	0.00	0.00	58.90	1.51
pa	10000	1000	0.05	10	0	0.8	1.207	1.7682	0:00:01	27.19	38.24	20.87	21.26	0.00	0.00	57.69	1.50
pa	10000	1000	0.05	10	0	0.8	1.207	1.7604	0:00:01	26.95	38.24	20.88	21.27	0.00	0.00	58.51	1.51
pa	10000	1000	0.05	10	0	0.8	1.207	1.7621	0:00:01	26.89	38.12	20.86	21.25	0.00	0.00	58.95	1.52
pa	10000	1000	0.05	10	0	1.0	1.202	1.7715	0:00:01	26.86	38.11	20.87	21.26	0.00	0.00	58.16	1.52
pa	10000	1000	0.05	10	0	1.0	1.202	1.7807	0:00:01	26.82	38.11	20.84	21.22	0.00	0.00	58.51	1.52
pa	10000	1000	0.05	10	0	1.0	1.202	1.7722	0:00:01	27.10	38.11	20.86	21.26	0.00	0.00	58.12	1.51
pa	10000	1000	0.05	12	0	0.01	2.423	3.1657	0:00:03	27.01	38.36	21.04	21.44	0.00	0.00	80.86	3.04
pa	10000	1000	0.05	12	0	0.01	2.423	3.1677	0:00:03	27.38	38.36	21.06	21.47	0.00	0.00	80.82	3.04
pa	10000	1000	0.05	12	0	0.01	2.423	3.1627	0:00:03	27.19	38.36	21.03	21.42	0.00	0.00	81.26	3.05
pa	10000	1000	0.05	12	0	0.4	1.328	1.7490	0:00:01	26.84	38.23	20.88	21.27	0.00	0.00	59.48	1.52
pa	10000	1000	0.05	12	0	0.4	1.328	1.7711	0:00:01	27.02	38.23	20.91	21.34	0.00	0.00	57.58	1.50
pa	10000	1000	0.05	12	0	0.4	1.328	1.7588	0:00:01	27.02	38.23	20.89	21.29	0.00	0.00	58.61	1.51
pa	10000	1000	0.05	12	0	0.8	1.263	1.7250	0:00:01	26.98	38.14	20.87	21.27	0.00	0.00	60.34	1.53
pa	10000	1000	0.05	12	0	0.8	1.263	1.7055	0:00:01	26.94	38.13	20.87	21.26	0.00	0.00	61.58	1.53
pa	10000	1000	0.05	12	0	0.8	1.263	1.7176	0:00:01	27.09	38.13	20.87	21.29	0.00	0.00	59.94	1.49
pa	10000	1000	0.05	12	0	1.0	1.251	1.7029	0:00:01	27.02	38.23	20.87	21.27	0.00	0.00	59.88	1.50
pa	10000	1000	0.05	12	0	1.0	1.251	1.7122	0:00:01	27.00	38.13	20.86	21.26	0.00	0.00	59.57	1.50
pa	10000	1000	0.05	12	0	1.0	1.251	1.7158	0:00:01	27.05	38.13	20.90	21.29	0.00	0.00	59.43	1.51
pa	10000	1000	0.05	15	0	0.01	3.138	4.0629	0:00:04	27.15	38.36	21.08	21.50	0.00	0.00	75.79	3.56
pa	10000	1000	0.05	15	0	0.01	3.138	4.0822	0:00:04	27.07	38.36	21.08	21.46	0.00	0.00	75.07	3.54
pa	10000	1000	0.05	15	0	0.01	3.138	4.0747	0:00:04	27.29	38.36	21.07	21.49	0.00	0.00	75.11	3.53
pa	10000	1000	0.05	15	0	0.4	1.638	2.1695	0:00:02	27.22	38.36	21.02	21.42	0.00	0.00	70.57	2.01
pa	10000	1000	0.05	15	0	0.4	1.638	2.1358	0:00:02	27.15	38.37	21.00	21.42	0.00	0.00	73.04	2.04
pa	10000	1000	0.05	15	0	0.4	1.638	2.1499	0:00:02	27.33	38.36	21.05	21.44	0.00	0.00	73.04	2.06
pa	10000	1000	0.05	15	0	0.8	1.406	1.8091	0:00:01	26.88	38.24	20.89	21.28	0.00	0.00	55.85	1.50
pa	10000	1000	0.05	15	0	0.8	1.406	1.8363	0:00:01	26.93	38.24	20.96	21.36	0.00	0.00	55.53	1.51
pa	10000	1000	0.05	15	0	0.8	1.406	1.8529	0:00:01	26.82	38.24	20.93	21.30	0.00	0.00	54.99	1.50
pa	10000	1000	0.05	15	0	1.0	1.372	1.7515	0:00:01	26.93	38.23	20.91	21.31	0.00	0.00	58.85	1.51
pa	10000	1000	0.05	15	0	1.0	1.372	1.7621	0:00:01	26.89	38.23	20.90	21.28	0.00	0.00	57.91	1.50
pa	10000	1000	0.05	15	0	1.0	1.372	1.7535	0:00:01	27.05	38.23	20.90	21.35	0.00	0.00	59.01	1.53
pa	10000	1000	0.05	20	0	0.01	4.310	5.6150	0:00:05	27.14	38.49	21.18	21.57	0.00	0.00	82.46	5.12
pa	10000	1000	0.05	20	0	0.01	4.310	5.6563	0:00:05	27.39	38.50	21.17	21.59	0.00	0.00	81.51	5.10
pa	10000	1000	0.05	20	0	0.01	4.310	5.6329	0:00:05	27.03	38.50	21.17	21.55	0.00	0.00	81.14	5.06
pa	10000	1000	0.05	20	0	0.4	2.824	3.8333	0:00:03	27.28	38.49	21.11	21.57	0.00	0.00	82.69	3.67
pa	10000	1000	0.05	20	0	0.4	2.824	3.8434	0:00:03	27.32	38.36	21.12	21.52	0.00	0.00	79.36	3.54
pa	10000	1000	0.05	20	0	0.4	2.824	3.8774	0:00:03	27.25	38.36	21.12	21.52	0.00	0.00	78.40	3.53
pa	10000	1000	0.05	20	0	0.8	2.016	2.6988	0:00:02	27.15	38.37	21.07	21.46	0.00	0.00	59.58	2.14
pa	10000	1000	0.05	20	0	0.8	2.016	2.6959	0:00:02	27.36	38.37	21.05	21.44	0.00	0.00	76.04	2.54
pa	10000	1000	0.05	20	0	0.8	2.016	2.7021	0:00:02	27.30	38.36	21.07	21.47	0.00	0.00	78.69	2.63
pa	10000	1000	0.05	20	0	1.0	1.834	2.4238	0:00:02	27.31	38.36	21.07	21.48	0.00	0.00	65.02	2.06
pa	10000	1000	0.05	20	0	1.0	1.834	2.4021	0:00:02	27.34	38.36	21.05	21.43	0.00	0.00	63.28	2.00
pa	10000	1000	0.05	20	0	1.0	1.834	2.3906	0:00:02	27.29	38.36	21.05	21.47	0.00	0.00	63.71	2.01
pa	10000	1000	0.05	32	0	0.01	14.679	53.9059	0:00:53	28.23	39.79	22.32	22.74	0.00	0.00	82.99	45.22
pa	10000	1000	0.05	32	0	0.01	14.679	54.2163	0:00:54	28.32	39.76	22.31	22.69	0.00	0.00	82.15	45.04
pa	10000	1000	0.05	32	0	0.01	14.679	54.1294	0:00:54	28.39	39.87	22.40	22.80	0.00	0.00	82.29	45.00
pa	10000	1000	0.05	32	0	0.4	14.568	58.2826	0:00:58	28.57	39.76	22.32	22.72	0.00	0.00	76.63	45.13
pa	10000	1000	0.05	32	0	0.4	14.568	57.7708	0:00:57	28.49	39.76	22.30	22.69	0.00	0.00	77.08	45.03
pa	10000	1000	0.05	32	0	0.4	14.568	57.9569	0:00:57	28.43	39.80	22.34	22.72	0.00	0.00	77.07	45.15
pa	10000	1000	0.05	32	0	0.8	14.426	60.8993	0:01:00	28.09	39.67	22.23	22.67	0.00	0.00	73.55	45.29
pa	10000	1000	0.05	32	0	0.8	14.426	60.6715	0:01:00	28.21	39.67	22.25	22.65	0.00	0.00	73.71	45.20
pa	10000	1000	0.05	32	0	0.8	14.426	60.3732	0:01:00	28.04	39.67	22.27	22.65	0.00	0.00	74.09	45.23
pa	10000	1000	0.05	32	0	1.0	14.317	61.8731	0:01:01	28.53	39.79	22.31	22.70	0.00	0.00	72.60	45.38
pa	10000	1000	0.05	32	0	1.0	14.317	61.9503	0:01:01	28.29	39.67	22.25	22.65	0.00	0.00	72.14	45.18
pa	10000	1000	0.05	32	0	1.0	14.317	62.0058	0:01:02	28.53	39.79	22.32	22.71	0.00	0.00	72.07	45.18
pa	10000	1000	0.05	7	1	0.01	1.128	7.9949	0:00:07	27.22	38.52	21.12	21.50	0.00	0.00	89.18	7.60
pa	10000	1000	0.05	7	1	0.01	1.128	7.9931	0:00:07	27.11	38.53	21.11	21.48	0.00	0.00	89.72	7.66
pa	10000	1000	0.05	7	1	0.01	1.128	7.9537	0:00:07	27.10	38.51	21.12	21.52	0.00	0.00	90.66	7.70
pa	10000	1000	0.05	7	1	0.4	1.120	9.0496	0:00:09	27.16	38.39	21.13	21.51	0.00	0.00	92.06	8.81
pa	10000	1000	0.05	7	1	0.4	1.120	8.9623	0:00:08	27.20	38.39	21.12	21.51	0.00	0.00	92.72	8.80
pa	10000	1000	0.05	7	1	0.4	1.120	8.9601	0:00:08	27.12	38.39	21.14	21.55	0.00	0.00	92.75	8.80
pa	10000	1000	0.05	7	1	0.8	1.119	10.0470	0:00:10	27.12	38.40	21.08	21.46	0.00	0.00	92.37	9.77
pa	10000	1000	0.05	7	1	0.8	1.119	10.0340	0:00:10	27.28	38.52	21.11	21.52	0.00	0.00	92.69	9.79
pa	10000	1000	0.05	7	1	0.8	1.119	10.0808	0:00:10	27.16	38.52	21.15	21.53	0.00	0.00	91.76	9.74
pa	10000	1000	0.05	7	1	1.0	1.119	10.8690	0:00:10	27.46	38.38	21.11	21.51	0.00	0.00	90.90	10.37
pa	10000	1000	0.05	7	1	1.0	1.119	10.8663	0:00:10	27.17	38.48	21.10	21.51	0.00	0.00	90.74	10.34
pa	10000	1000	0.05	7	1	1.0	1.119	10.9075	0:00:10	27.14	38.48	21.09	21.53	0.00	0.00	90.30	10.33
pa	10000	1000	0.05	9	1	0.01	1.152	5.6336	0:00:05	27.23	38.47	21.09	21.49	0.00	0.00	83.25	5.18
pa	10000	1000	0.05	9	1	0.01	1.152	5.6595	0:00:05	27.37	38.47	21.09	21.50	0.00	0.00	82.51	5.14
pa	10000	1000	0.05	9	1	0.01	1.152	5.6662	0:00:05	27.09	38.47	21.09	21.50	0.00	0.00	82.25	5.15
pa	10000	1000	0.05	9	1	0.4	1.130	6.3288	0:00:06	27.03	38.34	21.00	21.38	0.00	0.00	89.28	6.12
pa	10000	1000	0.05	9	1	0.4	1.130	6.3190	0:00:06	27.10	38.34	21.01	21.40	0.00	0.00	89.58	6.14
pa	10000	1000	0.05	9	1	0.4	1.130	6.3905	0:00:06	27.20	38.34	21.02	21.41	0.00	0.00	88.25	6.12
pa	10000	1000	0.05	9	1	0.8	1.130	6.6719	0:00:06	27.09	38.34	21.02	21.42	0.00	0.00	85.29	6.18
pa	10000	1000	0.05	9	1	0.8	1.130	6.6771	0:00:06	27.18	38.34	21.01	21.42	0.00	0.00	85.21	6.17
pa	10000	1000	0.05	9	1	0.8	1.130	6.6816	0:00:06	27.27	38.34	21.01	21.40	0.00	0.00	84.86	6.16
pa	10000	1000	0.05	9	1	1.0	1.130	6.8327	0:00:06	27.11	38.33	21.06	21.46	0.00	0.00	89.86	6.63
pa	10000	1000	0.05	9	1	1.0	1.130	6.8016	0:00:06	27.24	38.34	21.00	21.42	0.00	0.00	91.29	6.70
pa	10000	1000	0.05	9	1	1.0	1.130	6.7801	0:00:06	27.09	38.33	21.04	21.46	0.00	0.00	91.88	6.71
pa	10000	1000	0.05	11	1	0.01	1.214	5.0313	0:00:05	27.27	38.33	21.06	21.45	0.00	0.00	81.69	4.60
pa	10000	1000	0.05	11	1	0.01	1.214	4.9788	0:00:04	27.20	38.33	21.06	21.46	0.00	0.00	83.72	4.67
pa	10000	1000	0.05	11	1	0.01	1.214	5.0046	0:00:05	27.21	38.33	21.07	21.48	0.00	0.00	82.31	4.60
pa	10000	1000	0.05	11	1	0.4	1.143	5.3888	0:00:05	26.91	38.34	20.97	21.40	0.00	0.00	87.59	5.21
pa	10000	1000	0.05	11	1	0.4	1.143	5.4245	0:00:05	27.05	38.34	21.01	21.40	0.00	0.00	86.09	5.15
pa	10000	1000	0.05	11	1	0.4	1.143	5.3951	0:00:05	27.22	38.34	20.98	21.41	0.00	0.00	86.18	5.15
pa	10000	1000	0.05	11	1	0.8	1.143	5.8050	0:00:05	27.25	38.32	21.02	21.41	19.11	0.00	88.20	5.61
pa	10000	1000	0.05	11	1	0.8	1.143	5.8069	0:00:05	27.24	38.30	21.02	21.42	0.00	0.00	88.00	5.58
pa	10000	1000	0.05	11	1	0.8	1.143	5.7533	0:00:05	27.16	38.30	20.98	21.36	0.00	0.00	88.66	5.59
pa	10000	1000	0.05	11	1	1.0	1.142	5.8571	0:00:05	27.00	38.34	20.98	21.37	0.00	0.00	86.56	5.55
pa	10000	1000	0.05	11	1	1.0	1.142	5.8146	0:00:05	27.40	38.35	20.98	21.40	0.00	0.00	87.94	5.60
pa	10000	1000	0.05	11	1	1.0	1.142	5.8845	0:00:05	27.34	38.34	21.03	21.49	0.00	0.00	86.33	5.54
pa	10000	1000	0.05	14	1	0.01	1.279	4.5109	0:00:04	27.27	38.39	21.03	21.42	0.00	0.00	78.91	4.04
pa	10000	1000	0.05	14	1	0.01	1.279	4.4935	0:00:04	27.06	38.39	21.03	21.42	0.00	0.00	80.11	4.08
pa	10000	1000	0.05	14	1	0.01	1.279	4.5103	0:00:04	26.89	38.39	21.04	21.47	0.00	0.00	80.30	4.10
pa	10000	1000	0.05	14	1	0.4	1.166	4.7327	0:00:04	26.83	38.35	20.96	21.34	0.00	0.00	87.03	4.60
pa	10000	1000	0.05	14	1	0.4	1.166	4.7255	0:00:04	27.01	38.35	20.98	21.42	0.00	0.00	86.79	4.59
pa	10000	1000	0.05	14	1	0.4	1.166	4.6744	0:00:04	27.18	38.35	20.97	21.46	0.00	0.00	76.81	4.07
pa	10000	1000	0.05	14	1	0.8	1.164	4.8839	0:00:04	27.00	38.34	20.93	21.31	0.00	0.00	83.54	4.55
pa	10000	1000	0.05	14	1	0.8	1.164	4.9748	0:00:04	26.91	38.30	20.96	21.43	0.00	0.00	82.41	4.59
pa	10000	1000	0.05	14	1	0.8	1.164	4.8972	0:00:04	26.88	38.30	20.95	21.36	0.00	0.00	84.11	4.60
pa	10000	1000	0.05	14	1	1.0	1.163	4.9390	0:00:04	27.12	38.33	20.98	21.46	0.00	0.00	83.34	4.61
pa	10000	1000	0.05	14	1	1.0	1.163	4.9412	0:00:04	26.86	38.35	20.95	21.35	0.00	0.00	83.78	4.62
pa	10000	1000	0.05	14	1	1.0	1.163	4.8451	0:00:04	26.91	38.33	20.98	21.36	0.00	0.00	85.67	4.63
pa	10000	1000	0.2	6	0	0.01	42.013	68.2031	0:01:08	28.19	39.54	22.17	22.56	0.00	0.00	65.80	45.37
pa	10000	1000	0.2	6	0	0.01	42.013	67.9772	0:01:07	27.97	39.54	22.21	22.61	0.00	0.00	66.27	45.53
pa	10000	1000	0.2	6	0	0.01	42.013	67.6448	0:01:07	28.14	39.41	22.18	22.58	0.00	0.00	66.49	45.48
pa	10000	1000	0.2	6	0	0.4	27.867	50.4184	0:00:50	28.27	39.43	22.06	22.47	0.00	0.00	89.06	45.40
pa	10000	1000	0.2	6	0	0.4	27.867	50.7656	0:00:50	28.21	39.43	22.07	22.46	0.00	0.00	88.29	45.32
pa	10000	1000	0.2	6	0	0.4	27.867	50.4971	0:00:50	28.14	39.33	22.04	22.43	0.00	0.00	88.90	45.38
pa	10000	1000	0.2	6	0	0.8	12.462	25.0974	0:00:25	27.80	39.22	21.84	22.22	0.00	0.00	59.69	15.46
pa	10000	1000	0.2	6	0	0.8	12.462	25.2521	0:00:25	27.89	39.22	21.84	22.22	0.00	0.00	59.28	15.45
pa	10000	1000	0.2	6	0	0.8	12.462	24.9248	0:00:24	28.08	39.22	21.84	22.24	0.00	0.00	60.18	15.49
pa	10000	1000	0.2	6	0	1.0	8.045	16.7926	0:00:16	27.98	39.05	21.75	22.15	0.00	0.00	89.90	15.59
pa	10000	1000	0.2	6	0	1.0	8.045	16.8122	0:00:16	27.83	39.04	21.73	22.12	0.00	0.00	89.29	15.49
pa	10000	1000	0.2	6	0	1.0	8.045	16.8260	0:00:16	27.76	39.04	21.74	22.15	0.00	0.00	88.68	15.39
pa	10000	1000	0.2	8	0	0.01	58.142	90.6544	0:01:30	28.50	39.84	22.53	22.92	0.00	0.00	82.53	75.30
pa	10000	1000	0.2	8	0	0.01	58.142	90.5886	0:01:30	28.44	39.84	22.52	22.91	0.00	0.00	82.61	75.33
pa	10000	1000	0.2	8	0	0.01	58.142	90.5317	0:01:30	28.47	39.84	22.48	22.88	0.00	0.00	82.75	75.40
pa	10000	1000	0.2	8	0	0.4	52.408	86.9659	0:01:26	28.62	39.83	22.46	22.86	0.00	0.00	86.03	75.30
pa	10000	1000	0.2	8	0	0.4	52.408	87.0195	0:01:27	28.41	39.84	22.47	22.85	0.00	0.00	86.25	75.56
pa	10000	1000	0.2	8	0	0.4	52.408	87.2184	0:01:27	28.72	39.83	22.46	22.86	0.00	0.00	86.15	75.61
pa	10000	1000	0.2	8	0	0.8	45.225	79.0582	0:01:19	28.30	39.83	22.43	22.81	0.00	0.00	94.60	75.28
pa	10000	1000	0.2	8	0	0.8	45.225	79.0672	0:01:19	28.37	39.70	22.41	22.80	0.00	0.00	95.00	75.62
pa	10000	1000	0.2	8	0	0.8	45.225	79.4595	0:01:19	28.47	39.70	22.41	22.80	0.00	0.00	94.14	75.30
pa	10000	1000	0.2	8	0	1.0	41.065	73.5973	0:01:13	28.39	39.61	22.36	22.75	0.00	0.00	61.24	45.55
pa	10000	1000	0.2	8	0	1.0	41.065	73.6329	0:01:13	28.55	39.74	22.37	22.76	0.00	0.00	61.15	45.53
pa	10000	1000	0.2	8	0	1.0	41.065	73.5247	0:01:13	28.36	39.61	22.34	22.71	0.00	0.00	61.07	45.40
pa	10000	1000	0.2	10	0	0.01	72.481	110.7029	0:01:50	28.62	40.11	22.73	23.11	0.00	0.00	94.36	104.96
pa	10000	1000	0.2	10	0	0.01	72.481	110.7970	0:01:50	28.71	40.16	22.76	23.14	0.00	0.00	94.50	105.17
pa	10000	1000	0.2	10	0	0.01	72.481	110.2620	0:01:50	28.73	40.11	22.73	23.10	0.00	0.00	95.05	105.27
pa	10000	1000	0.2	10	0	0.4	70.737	112.5870	0:01:52	28.68	40.12	22.73	23.14	0.00	0.00	93.08	105.28
pa	10000	1000	0.2	10	0	0.4	70.737	112.4400	0:01:52	28.77	40.12	22.76	23.16	0.00	0.00	93.26	105.35
pa	10000	1000	0.2	10	0	0.4	70.737	112.2549	0:01:52	28.80	40.12	22.75	23.14	0.00	0.00	93.53	105.49
pa	10000	1000	0.2	10	0	0.8	68.607	112.7788	0:01:52	28.57	40.02	22.73	23.13	0.00	0.00	92.77	105.13
pa	10000	1000	0.2	10	0	0.8	68.607	113.1732	0:01:53	28.87	40.12	22.73	23.12	0.00	0.00	92.70	105.41
pa	10000	1000	0.2	10	0	0.8	68.607	113.0095	0:01:53	28.89	40.02	22.75	23.17	0.00	0.00	92.75	105.29
pa	10000	1000	0.2	10	0	1.0	67.430	109.5395	0:01:49	28.61	40.02	22.71	23.11	0.00	0.00	95.64	105.24
pa	10000	1000	0.2	10	0	1.0	67.430	109.6476	0:01:49	28.54	40.01	22.70	23.11	0.00	0.00	95.53	105.23
pa	10000	1000	0.2	10	0	1.0	67.430	109.3318	0:01:49	28.71	40.01	22.70	23.08	0.00	0.00	96.02	105.49
pa	10000	1000	0.2	12	0	0.01	81.691	123.2495	0:02:03	28.96	40.14	22.80	23.20	0.00	0.00	84.99	105.25
pa	10000	1000	0.2	12	0	0.01	81.691	123.1603	0:02:03	29.24	40.14	22.80	23.20	0.00	0.00	85.16	105.38
pa	10000	1000	0.2	12	0	0.01	81.691	123.5374	0:02:03	28.79	40.13	22.77	23.17	0.00	0.00	84.97	105.49
pa	10000	1000	0.2	12	0	0.4	81.342	126.6720	0:02:06	29.02	40.17	22.79	23.17	0.00	0.00	82.97	105.59
pa	10000	1000	0.2	12	0	0.4	81.342	126.8536	0:02:06	28.89	40.03	22.76	23.16	0.00	0.00	82.76	105.46
pa	10000	1000	0.2	12	0	0.4	81.342	126.7384	0:02:06	28.64	40.03	22.76	23.15	0.00	0.00	82.85	105.51
pa	10000	1000	0.2	12	0	0.8	80.951	127.3130	0:02:07	28.50	40.15	22.75	23.15	0.00	0.00	82.41	105.41
pa	10000	1000	0.2	12	0	0.8	80.951	127.2944	0:02:07	28.65	40.15	22.76	23.14	0.00	0.00	82.27	105.21
pa	10000	1000	0.2	12	0	0.8	80.951	127.6419	0:02:07	28.76	40.15	22.75	23.14	0.00	0.00	82.14	105.35
pa	10000	1000	0.2	12	0	1.0	80.740	123.5726	0:02:03	28.89	40.11	22.81	23.21	0.00	0.00	84.82	105.30
pa	10000	1000	0.2	12	0	1.0	80.740	123.3528	0:02:03	28.91	40.11	22.78	23.16	0.00	0.00	84.85	105.16
pa	10000	1000	0.2	12	0	1.0	80.740	123.3309	0:02:03	28.57	40.11	22.77	23.16	0.00	0.00	84.91	105.20
pa	10000	1000	0.2	15	0	0.01	84.775	127.1808	0:02:07	28.87	40.04	22.73	23.13	0.00	0.00	82.42	105.31
pa	10000	1000	0.2	15	0	0.01	84.775	127.3386	0:02:07	28.75	40.02	22.69	23.09	0.00	0.00	82.42	105.45
pa	10000	1000	0.2	15	0	0.01	84.775	127.2275	0:02:07	28.75	40.02	22.74	23.13	0.00	0.00	82.29	105.20
pa	10000	1000	0.2	15	0	0.4	84.735	129.1161	0:02:09	28.85	40.00	22.70	23.10	0.00	0.00	81.07	105.16
pa	10000	1000	0.2	15	0	0.4	84.735	128.9690	0:02:08	28.59	40.01	22.74	23.13	0.00	0.00	81.26	105.30
pa	10000	1000	0.2	15	0	0.4	84.735	129.2540	0:02:09	28.71	40.01	22.68	23.07	0.00	0.00	81.31	105.57
pa	10000	1000	0.2	15	0	0.8	84.692	127.3666	0:02:07	28.94	40.11	22.72	23.11	0.00	0.00	82.50	105.56
pa	10000	1000	0.2	15	0	0.8	84.692	127.8674	0:02:07	28.79	40.11	22.73	23.13	0.00	0.00	82.14	105.54
pa	10000	1000	0.2	15	0	0.8	84.692	127.3281	0:02:07	28.74	40.12	22.77	23.17	0.00	0.00	82.42	105.42
pa	10000	1000	0.2	15	0	1.0	84.671	123.3487	0:02:03	28.75	39.97	22.72	23.13	0.00	0.00	85.16	105.56
pa	10000	1000	0.2	15	0	1.0	84.671	123.4656	0:02:03	28.79	39.98	22.70	23.10	0.00	0.00	85.17	105.66
pa	10000	1000	0.2	15	0	1.0	84.671	123.7042	0:02:03	28.73	39.97	22.71	23.09	0.00	0.00	84.82	105.42
pa	10000	1000	0.2	20	0	0.01	85.370	123.1259	0:02:03	28.88	39.96	22.65	23.04	0.00	0.00	85.09	105.29
pa	10000	1000	0.2	20	0	0.01	85.370	123.2243	0:02:03	28.72	39.96	22.66	23.06	0.00	0.00	85.09	105.34
pa	10000	1000	0.2	20	0	0.01	85.370	122.9074	0:02:02	28.66	39.96	22.64	23.03	0.00	0.00	85.40	105.46
pa	10000	1000	0.2	20	0	0.4	85.364	122.2041	0:02:02	28.57	39.95	22.66	23.03	0.00	0.00	85.99	105.55
pa	10000	1000	0.2	20	0	0.4	85.364	122.0185	0:02:02	29.01	39.95	22.64	23.03	0.00	0.00	85.77	105.14
pa	10000	1000	0.2	20	0	0.4	85.364	122.4524	0:02:02	28.70	39.95	22.65	23.04	0.00	0.00	85.63	105.33
pa	10000	1000	0.2	20	0	0.8	85.358	119.0632	0:01:59	28.73	39.95	22.66	23.06	0.00	0.00	88.15	105.43
pa	10000	1000	0.2	20	0	0.8	85.358	119.4666	0:01:59	28.82	39.95	22.67	23.05	0.00	0.00	87.67	105.25
pa	10000	1000	0.2	20	0	0.8	85.358	119.1936	0:01:59	28.62	39.95	22.64	23.04	0.00	0.00	88.09	105.51
pa	10000	1000	0.2	20	0	1.0	85.355	117.0480	0:01:57	28.82	39.94	22.66	23.04	0.00	0.00	89.56	105.32
pa	10000	1000	0.2	20	0	1.0	85.355	117.3934	0:01:57	28.88	39.94	22.67	23.06	0.00	0.00	89.32	105.35
pa	10000	1000	0.2	20	0	1.0	85.355	117.2978	0:01:57	28.64	39.95	22.67	23.05	0.00	0.00	89.17	105.08
pa	10000	1000	0.2	32	0	0.01	88.659	166.1949	0:02:46	29.52	40.81	23.46	23.86	0.00	0.00	99.14	165.28
pa	10000	1000	0.2	32	0	0.01	88.659	166.7186	0:02:46	29.66	40.81	23.45	23.87	0.00	0.00	98.49	164.69
pa	10000	1000	0.2	32	0	0.01	88.659	167.1336	0:02:47	29.47	40.80	23.46	23.84	0.00	0.00	97.96	164.19
pa	10000	1000	0.2	32	0	0.4	88.625	168.7712	0:02:48	29.45	40.80	23.43	23.82	0.00	0.00	97.62	165.22
pa	10000	1000	0.2	32	0	0.4	88.625	169.6148	0:02:49	29.59	40.79	23.43	23.82	0.00	0.00	96.85	164.77
pa	10000	1000	0.2	32	0	0.4	88.625	168.8079	0:02:48	29.38	40.81	23.45	23.86	0.00	0.00	97.34	164.81
pa	10000	1000	0.2	32	0	0.8	88.598	170.9990	0:02:50	29.59	40.79	23.45	23.85	0.00	0.00	96.33	165.23
pa	10000	1000	0.2	32	0	0.8	88.598	171.1290	0:02:51	29.52	40.79	23.43	23.81	0.00	0.00	96.09	164.94
pa	10000	1000	0.2	32	0	0.8	88.598	170.2294	0:02:50	29.48	40.79	23.45	23.90	0.00	0.00	96.43	164.67
pa	10000	1000	0.2	32	0	1.0	88.581	172.0791	0:02:52	29.68	40.81	23.46	23.86	0.00	0.00	95.36	164.56
pa	10000	1000	0.2	32	0	1.0	88.581	172.2942	0:02:52	29.55	40.81	23.45	23.85	0.00	0.00	95.07	164.32
pa	10000	1000	0.2	32	0	1.0	88.581	171.2619	0:02:51	29.42	40.81	23.43	23.81	0.00	0.00	95.64	164.27
pa	10000	1000	0.2	7	1	0.01	10.966	22.6494	0:00:22	27.82	38.98	21.59	21.98	0.00	0.00	66.58	15.56
pa	10000	1000	0.2	7	1	0.01	10.966	22.7630	0:00:22	27.82	38.98	21.59	22.00	0.00	0.00	65.99	15.51
pa	10000	1000	0.2	7	1	0.01	10.966	22.7291	0:00:22	27.63	38.96	21.59	21.97	0.00	0.00	66.25	15.54
pa	10000	1000	0.2	7	1	0.4	2.271	9.5605	0:00:09	27.05	38.47	21.18	21.58	0.00	0.00	91.74	9.24
pa	10000	1000	0.2	7	1	0.4	2.271	9.5105	0:00:09	27.18	38.44	21.19	21.59	0.00	0.00	93.27	9.35
pa	10000	1000	0.2	7	1	0.4	2.271	9.5199	0:00:09	27.23	38.44	21.17	21.56	0.00	0.00	92.53	9.30
pa	10000	1000	0.2	7	1	0.8	2.035	9.7023	0:00:09	27.00	38.46	21.14	21.52	0.00	0.00	91.02	9.32
pa	10000	1000	0.2	7	1	0.8	2.035	9.7952	0:00:09	27.29	38.45	21.15	21.56	0.00	0.00	89.64	9.26
pa	10000	1000	0.2	7	1	0.8	2.035	9.8570	0:00:09	27.11	38.45	21.17	21.56	0.00	0.00	88.58	9.21
pa	10000	1000	0.2	7	1	1.0	1.991	10.0167	0:00:10	27.21	38.49	21.18	21.56	0.00	0.00	92.64	9.76
