alg	cnt	n	e	k	m	pf	band	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time
pa	1000	1000	0.01	9	0	0.8	1.023	0.1708	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	9	0	0.8	1.023	0.1716	0:00:00	0.00	1.31	0.03	0.03	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	9	0	1.0	1.023	0.1887	0:00:00	2.88	7.10	0.04	0.37	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	9	0	1.0	1.023	0.1621	0:00:00	2.74	7.10	0.04	0.37	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	10	0	0.01	1.023	0.1383	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	10	0	0.01	1.023	0.1382	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	10	0	0.4	1.023	0.1478	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	10	0	0.4	1.023	0.1481	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	10	0	0.8	1.023	0.1580	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	10	0	0.8	1.023	0.1571	0:00:00	2.82	7.10	0.45	0.60	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	10	0	1.0	1.023	0.1531	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	10	0	1.0	1.023	0.1528	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	11	0	0.01	1.024	0.1301	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	11	0	0.01	1.024	0.1265	0:00:00	2.93	7.10	0.45	0.59	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	11	0	0.4	1.023	0.1435	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	11	0	0.4	1.023	0.1575	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	11	0	0.8	1.023	0.1509	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	11	0	0.8	1.023	0.1502	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	11	0	1.0	1.023	0.1447	0:00:00	2.81	7.10	0.45	0.59	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	11	0	1.0	1.023	0.1435	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	15	0	0.01	1.026	0.1142	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	15	0	0.01	1.026	0.1152	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	15	0	0.4	1.024	0.1332	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	15	0	0.4	1.024	0.1252	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	15	0	0.8	1.024	0.1332	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	15	0	0.8	1.024	0.1249	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	15	0	1.0	1.024	0.1233	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	15	0	1.0	1.024	0.1318	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	20	0	0.01	1.028	0.1015	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	20	0	0.01	1.028	0.1089	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	20	0	0.4	1.026	0.0974	0:00:00	8.99	19.93	2.95	3.33	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	20	0	0.4	1.026	0.1098	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	20	0	0.8	1.026	0.1110	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	20	0	0.8	1.026	0.1244	0:00:00	0.00	1.31	0.05	0.05	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	20	0	1.0	1.026	0.1080	0:00:00	0.73	4.08	0.31	0.33	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	20	0	1.0	1.026	0.1053	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	32	0	0.01	1.232	3.5399	0:00:03	10.56	21.42	4.29	4.67	0.00	0.00	73.02	3.07
pa	1000	1000	0.01	32	0	0.01	1.232	3.5870	0:00:03	10.41	21.42	4.28	4.69	0.00	0.00	71.11	3.04
pa	1000	1000	0.01	32	0	0.4	1.227	3.5687	0:00:03	10.30	21.43	4.29	4.70	0.00	0.00	72.30	3.06
pa	1000	1000	0.01	32	0	0.4	1.227	3.6508	0:00:03	10.38	21.43	4.28	4.64	0.00	0.00	83.53	3.54
pa	1000	1000	0.01	32	0	0.8	1.224	3.6441	0:00:03	10.54	21.43	4.28	4.73	0.00	0.00	83.97	3.55
pa	1000	1000	0.01	32	0	0.8	1.224	3.6429	0:00:03	10.38	21.43	4.29	4.66	0.00	0.00	84.55	3.55
pa	1000	1000	0.01	32	0	1.0	1.223	3.6374	0:00:03	10.49	21.43	4.31	4.75	0.00	0.00	84.11	3.55
pa	1000	1000	0.01	32	0	1.0	1.223	3.6122	0:00:03	10.52	21.43	4.30	4.75	0.00	0.00	71.43	3.08
pa	1000	1000	0.01	7	1	0.01	1.021	0.8488	0:00:00	9.59	20.33	3.30	3.68	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	7	1	0.01	1.021	0.8681	0:00:00	9.55	20.32	3.31	3.73	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	7	1	0.4	1.021	0.9437	0:00:00	9.72	20.31	3.32	3.70	0.00	0.00	0.00	0.52
pa	1000	1000	0.01	7	1	0.4	1.021	0.9592	0:00:00	9.53	20.31	3.31	3.75	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	7	1	0.8	1.021	1.1133	0:00:01	9.40	20.31	3.29	3.73	0.00	0.00	46.15	1.01
pa	1000	1000	0.01	7	1	0.8	1.021	1.0897	0:00:01	9.23	20.31	3.30	3.67	0.00	0.00	46.78	1.01
pa	1000	1000	0.01	7	1	1.0	1.021	1.5099	0:00:01	9.31	20.37	3.29	3.68	0.00	0.00	34.42	1.02
pa	1000	1000	0.01	7	1	1.0	1.021	1.5061	0:00:01	9.42	20.40	3.32	3.71	0.00	0.00	35.20	1.05
pa	1000	1000	0.01	8	1	0.01	1.021	0.6822	0:00:00	9.52	20.26	3.23	3.61	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	8	1	0.01	1.021	0.6880	0:00:00	9.36	20.26	3.23	3.61	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	8	1	0.4	1.021	0.7719	0:00:00	9.45	20.23	3.27	3.64	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	8	1	0.4	1.021	0.7874	0:00:00	9.48	20.23	3.23	3.61	0.00	0.00	0.00	0.48
pa	1000	1000	0.01	8	1	0.8	1.021	0.8704	0:00:00	9.48	20.25	3.23	3.61	0.00	0.00	0.00	0.48
pa	1000	1000	0.01	8	1	0.8	1.021	0.8399	0:00:00	9.36	20.26	3.28	3.70	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	8	1	1.0	1.021	1.0677	0:00:01	9.32	20.26	3.23	3.61	0.00	0.00	48.72	1.01
pa	1000	1000	0.01	8	1	1.0	1.021	1.0857	0:00:01	9.42	20.26	3.23	3.61	0.00	0.00	46.95	0.99
pa	1000	1000	0.01	9	1	0.01	1.021	0.6130	0:00:00	9.48	20.26	3.22	3.61	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	9	1	0.01	1.021	0.6413	0:00:00	9.46	20.25	3.23	3.69	0.00	0.00	0.00	0.52
pa	1000	1000	0.01	9	1	0.4	1.021	0.6935	0:00:00	9.33	20.25	3.21	3.59	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	9	1	0.4	1.021	0.6713	0:00:00	9.39	20.25	3.21	3.63	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	9	1	0.8	1.021	0.7511	0:00:00	9.23	20.26	3.21	3.57	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	9	1	0.8	1.021	0.7729	0:00:00	9.50	20.28	3.23	3.62	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	9	1	1.0	1.021	0.8759	0:00:00	9.63	20.27	3.20	3.58	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	9	1	1.0	1.021	0.9115	0:00:00	9.31	20.27	3.20	3.58	0.00	0.00	0.00	0.47
pa	1000	1000	0.01	10	1	0.01	1.021	0.5550	0:00:00	9.31	20.27	3.21	3.60	0.00	0.00	0.00	0.52
pa	1000	1000	0.01	10	1	0.01	1.021	0.5645	0:00:00	9.48	20.28	3.22	3.61	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	10	1	0.4	1.021	0.6479	0:00:00	9.44	20.27	3.20	3.58	0.00	0.00	0.00	0.48
pa	1000	1000	0.01	10	1	0.4	1.021	0.6517	0:00:00	9.39	20.28	3.20	3.58	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	10	1	0.8	1.021	0.6752	0:00:00	9.24	20.24	3.21	3.62	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	10	1	0.8	1.021	0.6885	0:00:00	9.38	20.27	3.21	3.57	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	10	1	1.0	1.021	0.8129	0:00:00	9.33	20.25	3.21	3.60	0.00	0.00	0.00	0.47
pa	1000	1000	0.01	10	1	1.0	1.021	0.8016	0:00:00	9.33	20.24	3.23	3.62	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	11	1	0.01	1.022	0.5361	0:00:00	9.55	20.29	3.21	3.58	0.00	0.00	0.00	0.51
pa	1000	1000	0.01	11	1	0.01	1.022	0.5432	0:00:00	9.37	20.27	3.22	3.66	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	11	1	0.4	1.022	0.5807	0:00:00	9.45	20.27	3.21	3.65	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	11	1	0.4	1.022	0.5885	0:00:00	9.21	20.28	3.21	3.58	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	11	1	0.8	1.022	0.6721	0:00:00	9.34	20.26	3.20	3.56	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	11	1	0.8	1.022	0.6292	0:00:00	9.33	20.26	3.21	3.64	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	11	1	1.0	1.022	0.7194	0:00:00	9.34	20.25	3.20	3.58	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	11	1	1.0	1.022	0.7151	0:00:00	9.25	20.28	3.20	3.58	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	14	1	0.01	1.022	0.4677	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	14	1	0.01	1.022	0.4551	0:00:00	2.88	7.10	0.45	0.59	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	14	1	0.4	1.022	0.5238	0:00:00	9.14	20.26	3.19	3.57	0.00	0.00	0.00	0.48
pa	1000	1000	0.01	14	1	0.4	1.022	0.5091	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.01	14	1	0.8	1.022	0.5498	0:00:00	9.25	20.26	3.18	3.55	0.00	0.00	0.00	0.49
pa	1000	1000	0.01	14	1	0.8	1.022	0.5584	0:00:00	9.00	20.26	3.21	3.58	0.00	0.00	0.00	0.50
pa	1000	1000	0.01	14	1	1.0	1.022	0.5962	0:00:00	9.27	20.26	3.19	3.59	0.00	0.00	0.00	0.48
pa	1000	1000	0.01	14	1	1.0	1.022	0.6112	0:00:00	9.03	20.26	3.17	3.55	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	6	0	0.01	1.428	0.2673	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	6	0	0.01	1.428	0.2566	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	6	0	0.4	1.143	0.2444	0:00:00	2.82	7.10	0.45	0.58	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	6	0	0.4	1.143	0.2394	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	6	0	0.8	1.140	0.2486	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	6	0	0.8	1.140	0.2488	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	6	0	1.0	1.139	0.2829	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	6	0	1.0	1.139	0.2595	0:00:00	2.86	7.10	0.45	0.59	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	7	0	0.01	1.549	0.2547	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	7	0	0.01	1.549	0.2435	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	7	0	0.4	1.159	0.2099	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	7	0	0.4	1.159	0.2346	0:00:00	1.31	6.97	0.31	0.40	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	7	0	0.8	1.153	0.2240	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	7	0	0.8	1.153	0.2215	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	7	0	1.0	1.152	0.2215	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	7	0	1.0	1.152	0.2228	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	8	0	0.01	1.652	0.2471	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	8	0	0.01	1.652	0.2468	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	8	0	0.4	1.177	0.1953	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	8	0	0.4	1.177	0.1809	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	8	0	0.8	1.167	0.1996	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	8	0	0.8	1.167	0.1931	0:00:00	3.67	12.52	0.57	0.74	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	8	0	1.0	1.165	0.2375	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	8	0	1.0	1.165	0.1952	0:00:00	2.73	7.10	0.45	0.58	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	9	0	0.01	1.827	0.2571	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	9	0	0.01	1.827	0.2559	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	9	0	0.4	1.201	0.1864	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	9	0	0.4	1.201	0.1901	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	9	0	0.8	1.185	0.1942	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	9	0	0.8	1.185	0.1916	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	9	0	1.0	1.181	0.1912	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	9	0	1.0	1.181	0.1913	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	10	0	0.01	1.996	0.2764	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	10	0	0.01	1.996	0.2740	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	10	0	0.4	1.233	0.1942	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	10	0	0.4	1.233	0.1793	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	10	0	0.8	1.206	0.1809	0:00:00	2.73	7.10	0.45	0.58	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	10	0	0.8	1.206	0.1842	0:00:00	2.94	7.10	0.45	0.59	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	10	0	1.0	1.201	0.1821	0:00:00	2.73	7.10	0.36	0.44	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	10	0	1.0	1.201	0.1942	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	11	0	0.01	2.246	0.3106	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	11	0	0.01	2.246	0.3042	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	11	0	0.4	1.275	0.1857	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	11	0	0.4	1.275	0.1853	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	11	0	0.8	1.233	0.1869	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	11	0	0.8	1.233	0.1784	0:00:00	2.80	7.10	0.45	0.58	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	11	0	1.0	1.225	0.2005	0:00:00	2.86	7.10	0.04	0.37	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	11	0	1.0	1.225	0.1826	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	15	0	0.01	3.144	0.4135	0:00:00	0.00	1.31	0.03	0.03	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	15	0	0.01	3.144	0.4295	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	15	0	0.4	1.635	0.2250	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	15	0	0.4	1.635	0.2246	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	15	0	0.8	1.405	0.1999	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	15	0	0.8	1.405	0.1938	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	15	0	1.0	1.373	0.1871	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	15	0	1.0	1.373	0.1902	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	20	0	0.01	4.312	0.5710	0:00:00	9.53	20.31	3.28	3.70	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	20	0	0.01	4.312	0.6061	0:00:00	9.39	20.31	3.28	3.68	0.00	0.00	0.00	0.48
pa	1000	1000	0.05	20	0	0.4	2.808	0.3932	0:00:00	2.89	7.10	0.45	0.58	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	20	0	0.4	2.808	0.4082	0:00:00	2.84	7.10	0.45	0.58	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	20	0	0.8	2.012	0.2800	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	20	0	0.8	2.012	0.2801	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	20	0	1.0	1.831	0.2646	0:00:00	2.73	7.10	0.45	0.58	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	20	0	1.0	1.831	0.2453	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00
pa	1000	1000	0.05	32	0	0.01	14.721	5.5005	0:00:05	10.41	21.52	4.41	4.82	0.00	0.00	83.96	5.10
pa	1000	1000	0.05	32	0	0.01	14.721	5.4750	0:00:05	10.52	21.52	4.39	4.78	0.00	0.00	84.20	5.10
pa	1000	1000	0.05	32	0	0.4	14.612	5.8814	0:00:05	10.64	21.52	4.40	4.84	0.00	0.00	87.72	5.66
pa	1000	1000	0.05	32	0	0.4	14.612	5.8585	0:00:05	10.43	21.52	4.43	4.92	0.00	0.00	88.47	5.68
pa	1000	1000	0.05	32	0	0.8	14.469	6.1308	0:00:06	10.32	21.52	4.39	4.76	0.00	0.00	84.85	5.69
pa	1000	1000	0.05	32	0	0.8	14.469	6.1557	0:00:06	10.15	21.52	4.39	4.88	0.00	0.00	83.67	5.62
pa	1000	1000	0.05	32	0	1.0	14.359	6.3285	0:00:06	10.21	21.52	4.40	4.82	0.00	0.00	89.26	6.14
pa	1000	1000	0.05	32	0	1.0	14.359	6.2443	0:00:06	10.50	21.52	4.40	4.89	0.00	0.00	82.67	5.65
pa	1000	1000	0.05	7	1	0.01	1.128	0.8096	0:00:00	9.30	20.29	3.29	3.66	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	7	1	0.01	1.128	0.8187	0:00:00	9.36	20.47	3.35	3.71	0.00	0.00	0.00	0.48
pa	1000	1000	0.05	7	1	0.4	1.119	0.9332	0:00:00	9.58	20.44	3.31	3.69	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	7	1	0.4	1.119	0.9186	0:00:00	9.25	20.32	3.28	3.66	0.00	0.00	0.00	0.50
pa	1000	1000	0.05	7	1	0.8	1.119	1.0213	0:00:01	9.50	20.30	3.26	3.64	0.00	0.00	0.00	0.50
pa	1000	1000	0.05	7	1	0.8	1.119	1.0409	0:00:01	9.50	20.30	3.28	3.69	0.00	0.00	48.86	1.00
pa	1000	1000	0.05	7	1	1.0	1.119	1.1314	0:00:01	9.37	20.34	3.28	3.74	0.00	0.00	45.98	0.99
pa	1000	1000	0.05	7	1	1.0	1.119	1.1504	0:00:01	9.50	20.34	3.28	3.69	0.00	0.00	45.21	1.02
pa	1000	1000	0.05	8	1	0.01	1.135	0.6413	0:00:00	9.62	20.27	3.27	3.69	0.00	0.00	0.00	0.50
pa	1000	1000	0.05	8	1	0.01	1.135	0.6754	0:00:00	9.29	20.28	3.27	3.64	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	8	1	0.4	1.124	0.7258	0:00:00	9.29	20.27	3.29	3.72	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	8	1	0.4	1.124	0.7223	0:00:00	9.29	20.27	3.32	3.69	0.00	0.00	0.00	0.50
pa	1000	1000	0.05	8	1	0.8	1.123	0.7827	0:00:00	9.37	20.28	3.28	3.71	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	8	1	0.8	1.123	0.7906	0:00:00	9.39	20.28	3.30	3.69	0.00	0.00	0.00	0.47
pa	1000	1000	0.05	8	1	1.0	1.123	0.8116	0:00:00	9.30	20.27	3.24	3.63	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	8	1	1.0	1.123	0.8223	0:00:00	9.40	20.27	3.22	3.65	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	9	1	0.01	1.150	0.5940	0:00:00	9.36	20.26	3.27	3.63	0.00	0.00	0.00	0.48
pa	1000	1000	0.05	9	1	0.01	1.150	0.5986	0:00:00	9.50	20.26	3.27	3.64	0.00	0.00	0.00	0.51
pa	1000	1000	0.05	9	1	0.4	1.129	0.6509	0:00:00	9.39	20.26	3.21	3.64	0.00	0.00	0.00	0.48
pa	1000	1000	0.05	9	1	0.4	1.129	0.6547	0:00:00	9.51	20.26	3.21	3.61	0.00	0.00	0.00	0.48
pa	1000	1000	0.05	9	1	0.8	1.129	0.6917	0:00:00	9.38	20.27	3.22	3.60	0.00	0.00	0.00	0.50
pa	1000	1000	0.05	9	1	0.8	1.129	0.7039	0:00:00	9.22	20.27	3.21	3.70	0.00	0.00	0.00	0.51
pa	1000	1000	0.05	9	1	1.0	1.129	0.7075	0:00:00	9.44	20.27	3.23	3.63	0.00	0.00	0.00	0.48
pa	1000	1000	0.05	9	1	1.0	1.129	0.6819	0:00:00	9.45	20.27	3.22	3.61	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	10	1	0.01	1.167	0.5516	0:00:00	9.39	20.27	3.24	3.62	0.00	0.00	0.00	0.50
pa	1000	1000	0.05	10	1	0.01	1.167	0.5544	0:00:00	9.19	20.26	3.26	3.64	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	10	1	0.4	1.134	0.5937	0:00:00	9.50	20.25	3.21	3.58	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	10	1	0.4	1.134	0.5988	0:00:00	9.41	20.25	3.20	3.59	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	10	1	0.8	1.134	0.6634	0:00:00	9.40	20.27	3.20	3.58	0.00	0.00	0.00	0.47
pa	1000	1000	0.05	10	1	0.8	1.134	0.6183	0:00:00	9.39	20.27	3.21	3.63	0.00	0.00	0.00	0.51
pa	1000	1000	0.05	10	1	1.0	1.134	0.6565	0:00:00	9.36	20.24	3.21	3.59	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	10	1	1.0	1.134	0.6321	0:00:00	9.33	20.24	3.21	3.58	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	11	1	0.01	1.207	0.5260	0:00:00	9.56	20.31	3.29	3.74	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	11	1	0.01	1.207	0.5349	0:00:00	9.46	20.31	3.30	3.72	0.00	0.00	0.00	0.47
pa	1000	1000	0.05	11	1	0.4	1.141	0.5545	0:00:00	9.39	20.30	3.20	3.58	0.00	0.00	0.00	0.50
pa	1000	1000	0.05	11	1	0.4	1.141	0.5741	0:00:00	9.49	20.30	3.21	3.59	0.00	0.00	0.00	0.48
pa	1000	1000	0.05	11	1	0.8	1.141	0.5909	0:00:00	9.30	20.30	3.20	3.57	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	11	1	0.8	1.141	0.5822	0:00:00	9.04	20.30	3.18	3.55	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	11	1	1.0	1.140	0.5794	0:00:00	9.15	20.30	3.18	3.56	0.00	0.00	0.00	0.49
pa	1000	1000	0.05	11	1	1.0	1.140	0.5749	0:00:00	9.07	20.29	3.19	3.57	0.00	0.00	0.00	0.49
